元大全球AI新經濟主動式ETF基金 (00990A) 2026/04/22

詳細基金成分
基金資產總淨值(新台幣),26512765833
基金每單位淨值(新台幣),15.47
基金在外流通單位數(單位),1713522000

股票
96.31%

資產金額
股票,25533335353
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 940714397
現金,USD$ 19718002.06
應收股利,JPY$ 63443295
應付受益權單位買回款,NTD$ -613246637
應付申購預收款,NTD$ -4013343

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
LITE US,LUMENTUM HOLDINGS INC,70985,7.36
2308,台達電,628000,4.77
SNDK US,SANDISK CORP,40093,4.66
MU US,MICRON TECHNOLOGY INC,62071,3.59
2330,台積電,433000,3.35
BE US,BLOOM ENERGY CORP- A,109100,2.98
GLW US,CORNING INC,145895,2.92
TSEM US,TOWER SEMICONDUCTOR LTD,118182,2.89
TER US,TERADYNE INC,58500,2.68
285A JP,KIOXIA HOLDINGS CORP,102900,2.67
5706 JP,MITSUI KINZOKU CO LTD,92300,2.63
CIEN US,CIENA CORP,42342,2.51
5801 JP,FURUKAWA ELECTRIC CO LTD,73200,2.41
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,34369,2.24
3653,健策,110000,2.24
2383,台光電,144000,2.21
AMD US,ADVANCED MICRO DEVICES,57600,2.08
AEHR US,AEHR TEST SYSTEMS,177400,2.05
005930 KP,SAMSUNG ELECTRONICS CO LTD,115810,2.03
MRVL US,MARVELL TECHNOLOGY INC,103000,1.92
WDC US,WESTERN DIGITAL CORP,41462,1.92
6787 JP,MEIKO ELECTRONICS CO LTD,85300,1.87
2345,智邦,221000,1.83
AIXA GR,AIXTRON SE,278437,1.81
2368,金像電,370000,1.74
CRWV US,COREWEAVE INC-CL A,109900,1.6
AVGO US,BROADCOM INC,30960,1.55
SOI FP,S.O.I.T.E.C.,89943,1.38
3017,奇鋐,130000,1.32
ORCL US,ORACLE CORP,58680,1.31
3037,欣興,475000,1.28
3110 JP,NITTO BOSEKI CO LTD,53700,1.1
5803 JP,FUJIKURA LTD,243500,1.09
COHR US,COHERENT CORP,26174,1.09
000660 KP,SK HYNIX INC,10711,1.05
3533,嘉澤,101000,1.01
6274,台燿,268000,0.98
GOOGL US,ALPHABET INC-CL A,23200,0.93
NVDA US,NVIDIA CORP,38250,0.92
6510,精測,56000,0.89
CRWD US,CROWDSTRIKE HOLDINGS INC - A,15200,0.84
APP US,APPLOVIN CORP-CLASS A,14160,0.81
2360,致茂,103000,0.79
FSLY US,FASTLY INC - CLASS A,230200,0.69
268A JP,RIGAKU HOLDINGS CORP,340900,0.67
NVTS US,NAVITAS SEMICONDUCTOR CORP,305151,0.67
ONTO US,ONTO INNOVATION INC,18000,0.64
5274,信驊,10000,0.61
PLTR US,PALANTIR TECHNOLOGIES INC-A,33200,0.6
2467,志聖,249000,0.56
RKLB US,ROCKET LAB CORP,52200,0.56
3529,力旺,36000,0.55
4958,臻鼎-KY,435000,0.52
GFS US,GLOBALFOUNDRIES INC,68800,0.49
2454,聯發科,50000,0.43

投資區域
名稱,比例,檔數
美國,50.28,26
台灣,25.08,17
日本,12.44,7
韓國,5.32,3
德國,1.81,1
法國,1.38,1
現金,3.69,0

