元大全球AI新經濟主動式ETF基金 (00990A) 2026/05/21

詳細基金成分
基金資產總淨值(新台幣),32416897637
基金每單位淨值(新台幣),18.03
基金在外流通單位數(單位),1798022000

股票
96.89%

資產金額
股票,31409522077
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 649771312
現金,USD$ 32495518.04
應收股利,JPY$ 71531899
應付受益權單位買回款,NTD$ -673967814

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
LITE US,LUMENTUM HOLDINGS INC,60705,5.71
SNDK US,SANDISK CORP,36813,5.54
MU US,MICRON TECHNOLOGY INC,73271,5.44
285A JP,KIOXIA HOLDINGS CORP,117700,3.99
2308,台達電,628000,3.93
TSEM US,TOWER SEMICONDUCTOR LTD,141682,3.85
BE US,BLOOM ENERGY CORP- A,123500,3.71
2330,台積電,531000,3.65
AMD US,ADVANCED MICRO DEVICES,82479,3.62
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,41884,3.27
WDC US,WESTERN DIGITAL CORP,52262,2.48
5706 JP,MITSUI KINZOKU CO LTD,75200,2.15
GLW US,CORNING INC,112595,2.11
6787 JP,MEIKO ELECTRONICS CO LTD,85300,2.09
2383,台光電,144000,2.08
AIXA GR,AIXTRON SE,344838,2.06
4062 JP,IBIDEN CO LTD,181800,1.97
MRVL US,MARVELL TECHNOLOGY INC,103000,1.92
SOI FP,S.O.I.T.E.C.,102089,1.92
3037,欣興,634000,1.77
IFX GR,INFINEON TECHNOLOGIES AG,226389,1.77
NVDA US,NVIDIA CORP,79350,1.7
2345,智邦,221000,1.69
000660 KP,SK HYNIX INC,12674,1.59
AAOI US,APPLIED OPTOELECTRONICS INC,87100,1.5
STX US,SEAGATE TECHNOLOGY HOLDINGS,18360,1.45
GOOGL US,ALPHABET INC-CL A,38060,1.44
CIEN US,CIENA CORP,24442,1.4
5801 JP,FURUKAWA ELECTRIC CO LTD,42800,1.29
6723 JP,RENESAS ELECTRONICS CORP,555900,1.29
5347,世界,2498000,1.26
AVGO US,BROADCOM INC,30960,1.25
SMTC US,SEMTECH CORP,81700,1.17
3653,健策,110000,1.13
6274,台燿,268000,1.1
NOK US,NOKIA CORP-SPON ADR,762210,1.05
3017,奇鋐,130000,1
6981 JP,MURATA MANUFACTURING CO LTD,241800,1
NVTS US,NAVITAS SEMICONDUCTOR CORP,366200,0.87
INTC US,INTEL CORP,69505,0.8
WOLF US,WOLFSPEED INC,118200,0.8
AEHR US,AEHR TEST SYSTEMS,85300,0.76
2360,致茂,103000,0.72
STM US,STMICROELECTRONICS NV-NY SHS,103900,0.67
NBIS US,NEBIUS GROUP NV,30100,0.65
010120 KP,LS ELECTRIC CO LTD,34775,0.61
6777 JP,SANTEC HOLDINGS CORP,37400,0.6
2454,聯發科,50000,0.55
268A JP,RIGAKU HOLDINGS CORP,378100,0.55
6976 JP,TAIYO YUDEN CO LTD,105000,0.52
5274,信驊,10000,0.51
4958,臻鼎-KY,343000,0.5
7826 JP,FURUYA METAL CO LTD,77400,0.45

投資區域
名稱,比例,檔數
美國,49.88,23
台灣,19.89,13
日本,15.9,11
韓國,5.47,3
德國,3.83,2
法國,1.92,1
現金,3.11,0

