元大全球AI新經濟主動式ETF基金 (00990A) 2026/05/08

詳細基金成分
基金資產總淨值(新台幣),31635389527
基金每單位淨值(新台幣),17.48
基金在外流通單位數(單位),1810022000

股票
96.94%

資產金額
股票,30667829398
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 1076176062
現金,USD$ 21794802.01
應收股利,JPY$ 63443295
應付受益權單位買回款,NTD$ -89302276
應付申購預收款,NTD$ -6018472

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
SNDK US,SANDISK CORP,47173,7.32
LITE US,LUMENTUM HOLDINGS INC,70985,6.37
MU US,MICRON TECHNOLOGY INC,62071,4.6
2308,台達電,628000,4.37
2330,台積電,531000,3.84
AMD US,ADVANCED MICRO DEVICES,82479,3.73
TSEM US,TOWER SEMICONDUCTOR LTD,141682,2.97
5706 JP,MITSUI KINZOKU CO LTD,92300,2.92
285A JP,KIOXIA HOLDINGS CORP,102900,2.9
BE US,BLOOM ENERGY CORP- A,109100,2.83
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,41884,2.59
WDC US,WESTERN DIGITAL CORP,52262,2.49
2383,台光電,144000,2.16
CRWV US,COREWEAVE INC-CL A,188300,2.13
005930 KP,SAMSUNG ELECTRONICS CO LTD,115810,2.1
GLW US,CORNING INC,112595,2.09
AIXA GR,AIXTRON SE,344838,2.02
GOOGL US,ALPHABET INC-CL A,48100,1.91
6787 JP,MEIKO ELECTRONICS CO LTD,85300,1.81
SOI FP,S.O.I.T.E.C.,89943,1.8
MRVL US,MARVELL TECHNOLOGY INC,103000,1.74
2345,智邦,221000,1.66
3037,欣興,634000,1.64
STX US,SEAGATE TECHNOLOGY HOLDINGS,18360,1.43
268A JP,RIGAKU HOLDINGS CORP,687700,1.37
CIEN US,CIENA CORP,24442,1.33
5347,世界,2498000,1.32
AVGO US,BROADCOM INC,30960,1.32
3653,健策,110000,1.27
000660 KP,SK HYNIX INC,10711,1.22
5801 JP,FURUKAWA ELECTRIC CO LTD,42800,1.22
6274,台燿,268000,1.16
010120 KP,LS ELECTRIC CO LTD,52680,1.12
2368,金像電,267000,1.12
AAOI US,APPLIED OPTOELECTRONICS INC,76000,1.12
3110 JP,NITTO BOSEKI CO LTD,53700,1.03
5803 JP,FUJIKURA LTD,243500,1.01
3017,奇鋐,130000,1
TER US,TERADYNE INC,26900,0.96
ARM US,ARM HOLDINGS PLC-ADR,45000,0.95
FORM US,FORMFACTOR INC,63300,0.93
AEHR US,AEHR TEST SYSTEMS,95700,0.92
INTC US,INTEL CORP,69505,0.86
NVDA US,NVIDIA CORP,36050,0.77
6723 JP,RENESAS ELECTRONICS CORP,337900,0.76
2360,致茂,103000,0.73
9984 JP,SOFTBANK GROUP CORP,169800,0.66
NOK US,NOKIA CORP-SPON ADR,477710,0.61
4062 JP,IBIDEN CO LTD,61900,0.6
2454,聯發科,50000,0.57
5274,信驊,10000,0.54
NBIS US,NEBIUS GROUP NV,30100,0.53
3529,力旺,36000,0.49

投資區域
名稱,比例,檔數
美國,49.94,23
台灣,21.87,14
日本,14.28,10
韓國,7.03,4
德國,2.02,1
法國,1.8,1
現金,3.06,0

