元大全球AI新經濟主動式ETF基金 (00990A) 2026/07/17

詳細基金成分
基金資產總淨值(新台幣),38683564340
基金每單位淨值(新台幣),15.79
基金在外流通單位數(單位),2450022000

股票
92.92%

資產金額
股票,35945137085
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 645454137
現金,USD$ 26481591.57
應收股利,NTD$ 39504995
應付受益權單位買回款,NTD$ -248879205
應付申購預收款,NTD$ -24045994

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
AMD US,ADVANCED MICRO DEVICES,163179,6.76
LITE US,LUMENTUM HOLDINGS INC,83032,5.09
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,56363,4.05
AMAT US,APPLIED MATERIALS INC,83386,3.69
MU US,MICRON TECHNOLOGY INC,44151,3.13
285A JP,KIOXIA HOLDINGS CORP,102400,2.75
2330,台積電,450000,2.66
IFX GR,INFINEON TECHNOLOGIES AG,427856,2.62
GOOGL US,ALPHABET INC-CL A,88720,2.57
2308,台達電,565000,2.54
WDC US,WESTERN DIGITAL CORP,63342,2.53
6981 JP,MURATA MANUFACTURING CO LTD,552000,2.17
AMZN US,AMAZON.COM INC,102400,2.12
MSFT US,MICROSOFT CORP,64400,2.12
LRCX US,LAM RESEARCH CORP,80473,2.11
META US,META PLATFORMS INC-CLASS A,38640,2.09
8035 JP,TOKYO ELECTRON LTD,61700,2.07
2454,聯發科,235000,2.05
3037,欣興,1000000,2.05
BE US,BLOOM ENERGY CORP- A,107900,1.94
SNDK US,SANDISK CORP,16293,1.84
MKSI US,MKS INC,66300,1.8
6976 JP,TAIYO YUDEN CO LTD,311900,1.77
3436 JP,SUMCO CORP,873000,1.76
7735 JP,SCREEN HOLDINGS CO LTD,207100,1.76
2383,台光電,144000,1.67
NVDA US,NVIDIA CORP,98100,1.66
6723 JP,RENESAS ELECTRONICS CORP,837700,1.65
000660 KP,SK HYNIX INC,14366,1.49
ASML US,ASML HOLDING NV-NY REG SHS,10130,1.48
6525 JP,KOKUSAI ELECTRIC CORP,286400,1.3
UCTT US,ULTRA CLEAN HOLDINGS INC,159184,1.23
2303,聯電,3265000,1.22
ANET US,ARISTA NETWORKS INC,85900,1.21
ONTO US,ONTO INNOVATION INC,51200,1.2
MRVL US,MARVELL TECHNOLOGY INC,71500,1.13
5347,世界,2498000,1.09
6223,旺矽,75000,1.09
SNOW US,SNOWFLAKE INC,48700,1.09
3711,日月光投控,641000,1.02
4062 JP,IBIDEN CO LTD,116200,0.94
4958,臻鼎-KY,693000,0.93
DDOG US,DATADOG INC - CLASS A,40200,0.87
AVGO US,BROADCOM INC,27280,0.85
6274,台燿,268000,0.81
TSEM US,TOWER SEMICONDUCTOR LTD,41500,0.81
SMTC US,SEMTECH CORP,65600,0.69
2449,京元電子,834000,0.62
ON US,ON SEMICONDUCTOR,74800,0.55
GLW US,CORNING INC,23068,0.3

投資區域
名稱,比例,檔數
美國,50.84,26
台灣,17.75,12
日本,16.17,9
韓國,5.54,2
德國,2.62,1
現金,7.08,0

