元大全球AI新經濟主動式ETF基金 (00990A) 2026/06/02

詳細基金成分
基金資產總淨值(新台幣),40524604929
基金每單位淨值(新台幣),20.63
基金在外流通單位數(單位),1964522000

股票
97.32%

資產金額
股票,39440060405
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 1782416609
現金,USD$ 6501683.94
應收股利,JPY$ 71531899
應付受益權單位買回款,NTD$ -526867541
應付申購預收款,NTD$ -19067190

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
MU US,MICRON TECHNOLOGY INC,79671,6.58
LITE US,LUMENTUM HOLDINGS INC,64665,5.17
SNDK US,SANDISK CORP,36813,4.9
285A JP,KIOXIA HOLDINGS CORP,117700,4.44
2308,台達電,744000,4.33
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,43920,4.07
AMD US,ADVANCED MICRO DEVICES,91679,3.71
2330,台積電,511000,3
BE US,BLOOM ENERGY CORP- A,123500,2.9
MRVL US,MARVELL TECHNOLOGY INC,125800,2.84
IFX GR,INFINEON TECHNOLOGIES AG,326919,2.6
6976 JP,TAIYO YUDEN CO LTD,316000,2.49
WDC US,WESTERN DIGITAL CORP,52262,2.28
6787 JP,MEIKO ELECTRONICS CO LTD,118800,2.26
4062 JP,IBIDEN CO LTD,200000,2.05
000660 KP,SK HYNIX INC,15788,1.9
6981 JP,MURATA MANUFACTURING CO LTD,377400,1.88
3037,欣興,773000,1.86
5706 JP,MITSUI KINZOKU CO LTD,75200,1.81
AIXA GR,AIXTRON SE,344838,1.81
GLW US,CORNING INC,112595,1.75
2383,台光電,144000,1.73
ARM US,ARM HOLDINGS PLC-ADR,52242,1.63
SNOW US,SNOWFLAKE INC,78500,1.59
TSEM US,TOWER SEMICONDUCTOR LTD,73282,1.56
2454,聯發科,133000,1.49
STX US,SEAGATE TECHNOLOGY HOLDINGS,18360,1.32
SMTC US,SEMTECH CORP,96600,1.25
ORCL US,ORACLE CORP,64800,1.23
6723 JP,RENESAS ELECTRONICS CORP,555900,1.2
CIEN US,CIENA CORP,24442,1.19
NOK US,NOKIA CORP-SPON ADR,901410,1.18
WOLF US,WOLFSPEED INC,241500,1.14
NVTS US,NAVITAS SEMICONDUCTOR CORP,537686,1.08
5347,世界,2498000,1.06
5801 JP,FURUKAWA ELECTRIC CO LTD,42800,1.06
6274,台燿,268000,1.05
SOI FP,S.O.I.T.E.C.,76183,1.05
STM US,STMICROELECTRONICS NV-NY SHS,167500,1.03
VICR US,VICOR CORP,37700,0.97
3017,奇鋐,130000,0.87
GOOGL US,ALPHABET INC-CL A,30140,0.85
DIOD US,DIODES INC,95200,0.84
2345,智邦,139000,0.83
NVDA US,NVIDIA CORP,46650,0.81
6997 JP,NIPPON CHEMI-CON CORP,306300,0.71
7220 JP,MUSASHI SEIMITSU INDUSTRY CO,174600,0.7
NBIS US,NEBIUS GROUP NV,34406,0.7
3443,創意,60000,0.67
2360,致茂,103000,0.62
4958,臻鼎-KY,363000,0.47
5274,信驊,10000,0.45
7826 JP,FURUYA METAL CO LTD,77400,0.35

投資區域
名稱,比例,檔數
美國,48.52,24
日本,18.95,11
台灣,18.43,13
韓國,5.97,2
德國,4.41,2
法國,1.05,1
現金,2.67,0

