元大全球AI新經濟主動式ETF基金 (00990A) 2026/07/06

詳細基金成分
基金資產總淨值(新台幣),44415177979
基金每單位淨值(新台幣),19.09
基金在外流通單位數(單位),2326522000

股票
97.41%

資產金額
股票,43264264866
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 2089812577
現金,USD$ 25178758.54
應收股利,NTD$ 28453137
應付受益權單位買回款,NTD$ -338835518
應付申購預收款,NTD$ -61428380

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
AMD US,ADVANCED MICRO DEVICES,163179,6.5
MU US,MICRON TECHNOLOGY INC,82951,5.89
SNDK US,SANDISK CORP,45813,5.76
285A JP,KIOXIA HOLDINGS CORP,152400,5.53
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,56363,4.85
6976 JP,TAIYO YUDEN CO LTD,585200,4.79
AMAT US,APPLIED MATERIALS INC,83386,3.57
6981 JP,MURATA MANUFACTURING CO LTD,689500,3.14
BE US,BLOOM ENERGY CORP- A,138100,2.94
2454,聯發科,294000,2.73
IFX GR,INFINEON TECHNOLOGIES AG,427856,2.71
LITE US,LUMENTUM HOLDINGS INC,51385,2.71
WDC US,WESTERN DIGITAL CORP,63342,2.64
2308,台達電,565000,2.54
MRVL US,MARVELL TECHNOLOGY INC,135300,2.43
4062 JP,IBIDEN CO LTD,235100,2.24
000660 KP,SK HYNIX INC,19980,2.2
3436 JP,SUMCO CORP,953500,2.19
LRCX US,LAM RESEARCH CORP,80473,2.03
2330,台積電,363000,2.01
2383,台光電,144000,1.78
MKSI US,MKS INC,66300,1.76
COHR US,COHERENT CORP,67800,1.64
3037,欣興,773000,1.6
6723 JP,RENESAS ELECTRONICS CORP,747000,1.57
8035 JP,TOKYO ELECTRON LTD,46300,1.49
6525 JP,KOKUSAI ELECTRIC CORP,286400,1.44
2303,聯電,3265000,1.22
7735 JP,SCREEN HOLDINGS CO LTD,147300,1.17
6223,旺矽,75000,1.16
6997 JP,NIPPON CHEMI-CON CORP,479600,1.07
5347,世界,2498000,1.04
6274,台燿,268000,0.98
ONTO US,ONTO INNOVATION INC,44500,0.98
VICR US,VICOR CORP,43400,0.89
UCTT US,ULTRA CLEAN HOLDINGS INC,116184,0.88
INTC US,INTEL CORP,98800,0.87
ASML US,ASML HOLDING NV-NY REG SHS,6340,0.83
PENG US,PENGUIN SOLUTIONS INC,166400,0.81
3443,創意,69000,0.72
3711,日月光投控,455000,0.7
VECO US,VEECO INSTRUMENTS INC,173000,0.68
2449,京元電子,834000,0.66
3665,貿聯-KY,144000,0.63
4958,臻鼎-KY,468000,0.61
ON US,ON SEMICONDUCTOR,74800,0.51
GLW US,CORNING INC,23068,0.32

投資區域
名稱,比例,檔數
美國,44.63,20
日本,24.63,10
台灣,18.38,14
韓國,7.05,2
德國,2.71,1
現金,2.6,0

