元大全球AI新經濟主動式ETF基金 (00990A) 2026/05/07

詳細基金成分
基金資產總淨值(新台幣),31044622339
基金每單位淨值(新台幣),17.19
基金在外流通單位數(單位),1806022000

股票
96.12%

資產金額
股票,29840039517
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 1182628522
現金,USD$ 9030226.74
應收股利,JPY$ 63443295
應付受益權單位買回款,NTD$ -104995572
應付申購預收款,NTD$ -29899467

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
LITE US,LUMENTUM HOLDINGS INC,70985,6.41
SNDK US,SANDISK CORP,47173,6.39
2308,台達電,628000,4.61
MU US,MICRON TECHNOLOGY INC,62071,4.06
2330,台積電,531000,3.95
AMD US,ADVANCED MICRO DEVICES,71400,2.95
285A JP,KIOXIA HOLDINGS CORP,102900,2.89
5706 JP,MITSUI KINZOKU CO LTD,92300,2.87
BE US,BLOOM ENERGY CORP- A,109100,2.85
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,41884,2.68
TSEM US,TOWER SEMICONDUCTOR LTD,118182,2.51
CRWV US,COREWEAVE INC-CL A,188300,2.45
WDC US,WESTERN DIGITAL CORP,52262,2.45
2383,台光電,144000,2.3
005930 KP,SAMSUNG ELECTRONICS CO LTD,115810,2.2
GLW US,CORNING INC,112595,2.08
AIXA GR,AIXTRON SE,344838,1.98
GOOGL US,ALPHABET INC-CL A,48100,1.94
3037,欣興,634000,1.83
2345,智邦,221000,1.82
6787 JP,MEIKO ELECTRONICS CO LTD,85300,1.72
MRVL US,MARVELL TECHNOLOGY INC,103000,1.67
SOI FP,S.O.I.T.E.C.,89943,1.61
5347,世界,2498000,1.49
STX US,SEAGATE TECHNOLOGY HOLDINGS,18360,1.42
268A JP,RIGAKU HOLDINGS CORP,687700,1.39
3653,健策,110000,1.37
CIEN US,CIENA CORP,24442,1.33
AVGO US,BROADCOM INC,30960,1.29
5801 JP,FURUKAWA ELECTRIC CO LTD,42800,1.28
2368,金像電,267000,1.25
6274,台燿,268000,1.25
000660 KP,SK HYNIX INC,10711,1.24
AAOI US,APPLIED OPTOELECTRONICS INC,76000,1.21
010120 KP,LS ELECTRIC CO LTD,52680,1.17
3110 JP,NITTO BOSEKI CO LTD,53700,1.11
5803 JP,FUJIKURA LTD,243500,1.02
3017,奇鋐,130000,1.01
ARM US,ARM HOLDINGS PLC-ADR,45000,0.97
TER US,TERADYNE INC,26900,0.96
FORM US,FORMFACTOR INC,63300,0.93
AEHR US,AEHR TEST SYSTEMS,95700,0.88
6723 JP,RENESAS ELECTRONICS CORP,337900,0.79
2360,致茂,103000,0.77
INTC US,INTEL CORP,69505,0.77
NVDA US,NVIDIA CORP,36050,0.77
9984 JP,SOFTBANK GROUP CORP,169800,0.71
4062 JP,IBIDEN CO LTD,61900,0.66
NOK US,NOKIA CORP-SPON ADR,477710,0.6
5274,信驊,10000,0.58
NBIS US,NEBIUS GROUP NV,30100,0.56
2454,聯發科,50000,0.55
3529,力旺,36000,0.55

投資區域
名稱,比例,檔數
美國,47.47,23
台灣,23.33,14
日本,14.44,10
韓國,7.29,4
德國,1.98,1
法國,1.61,1
現金,3.88,0

