元大全球AI新經濟主動式ETF基金 (00990A) 2026/06/04

詳細基金成分
基金資產總淨值(新台幣),41318964981
基金每單位淨值(新台幣),20.36
基金在外流通單位數(單位),2029522000

股票
96.61%

資產金額
股票,39918531770
ETF,0
債券,0
期貨,0

非商品資產
項目,金額

現金,NTD$ 2020989292
現金,USD$ 20763987.72
應收股利,JPY$ 56623951
應付受益權單位買回款,NTD$ -526867541
應付申購預收款,NTD$ -77242374

基金權重-股票
商品代碼,商品名稱,商品數量,商品權重
MU US,MICRON TECHNOLOGY INC,79671,6.04
LITE US,LUMENTUM HOLDINGS INC,70905,5.1
SNDK US,SANDISK CORP,36813,4.93
2308,台達電,744000,4.37
285A JP,KIOXIA HOLDINGS CORP,117700,4.31
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,43920,3.73
AMD US,ADVANCED MICRO DEVICES,91679,3.65
MRVL US,MARVELL TECHNOLOGY INC,125800,3.03
2330,台積電,511000,2.95
BE US,BLOOM ENERGY CORP- A,123500,2.74
IFX GR,INFINEON TECHNOLOGIES AG,326919,2.47
6976 JP,TAIYO YUDEN CO LTD,316000,2.42
6787 JP,MEIKO ELECTRONICS CO LTD,118800,2.11
4062 JP,IBIDEN CO LTD,200000,1.92
SNOW US,SNOWFLAKE INC,100300,1.87
3037,欣興,773000,1.82
000660 KP,SK HYNIX INC,15788,1.8
6981 JP,MURATA MANUFACTURING CO LTD,377400,1.78
AIXA GR,AIXTRON SE,344838,1.76
GLW US,CORNING INC,112595,1.7
2383,台光電,144000,1.68
5706 JP,MITSUI KINZOKU CO LTD,75200,1.65
WDC US,WESTERN DIGITAL CORP,36262,1.59
ARM US,ARM HOLDINGS PLC-ADR,52242,1.57
TSEM US,TOWER SEMICONDUCTOR LTD,73282,1.46
2454,聯發科,133000,1.43
WOLF US,WOLFSPEED INC,277800,1.42
STX US,SEAGATE TECHNOLOGY HOLDINGS,18360,1.29
6723 JP,RENESAS ELECTRONICS CORP,555900,1.28
NVTS US,NAVITAS SEMICONDUCTOR CORP,537686,1.26
SMTC US,SEMTECH CORP,96600,1.25
ORCL US,ORACLE CORP,64800,1.17
NOK US,NOKIA CORP-SPON ADR,901410,1.14
6274,台燿,268000,1.1
COHR US,COHERENT CORP,33200,1.07
SOI FP,S.O.I.T.E.C.,76183,1.05
5801 JP,FURUKAWA ELECTRIC CO LTD,42800,1.04
6997 JP,NIPPON CHEMI-CON CORP,436700,1.03
CIEN US,CIENA CORP,24442,1
STM US,STMICROELECTRONICS NV-NY SHS,167500,1
5347,世界,2498000,0.99
7220 JP,MUSASHI SEIMITSU INDUSTRY CO,236500,0.99
VICR US,VICOR CORP,37700,0.88
3017,奇鋐,130000,0.85
2345,智邦,139000,0.84
DIOD US,DIODES INC,95200,0.82
NVDA US,NVIDIA CORP,46650,0.78
AEHR US,AEHR TEST SYSTEMS,85500,0.76
NBIS US,NEBIUS GROUP NV,34406,0.68
2360,致茂,103000,0.65
3443,創意,60000,0.64
3665,貿聯-KY,110000,0.57
5274,信驊,10000,0.44
4958,臻鼎-KY,363000,0.43
7826 JP,FURUYA METAL CO LTD,77400,0.33

投資區域
名稱,比例,檔數
美國,48.18,25
日本,18.86,11
台灣,18.76,14
韓國,5.53,2
德國,4.23,2
法國,1.05,1
現金,3.39,0

