Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,8.92,9693000,00981A
2383,台光電,8.29,4425000,00981A
2345,智邦,5.62,6031000,00981A
2308,台達電,5.5,6024000,00981A
3665,貿聯-KY,5.38,4583848,00981A
3653,健策,5.21,2267000,00981A
8046,南電,4.88,12637000,00981A
2454,聯發科,4.74,4363000,00981A
2368,金像電,4.73,8240000,00981A
3017,奇鋐,4.67,3902000,00981A
6223,旺矽,3.94,1886000,00981A
6669,緯穎,3.59,1754000,00981A
3037,欣興,3.15,9287000,00981A
5274,信驊,2.84,406000,00981A
2327,國巨*,2.3,16954000,00981A
3711,日月光投控,1.97,9536000,00981A
6805,富世達,1.83,2099000,00981A
6515,穎崴,1.68,391000,00981A
2449,京元電子,1.52,12719000,00981A
6510,精測,1.42,930000,00981A
2303,聯電,1.26,40054000,00981A
3661,世芯-KY,1.25,738000,00981A
6274,台燿,1.24,3019000,00981A
3189,景碩,1.15,5358000,00981A
2317,鴻海,1.02,10727000,00981A
8358,金居,0.87,5558000,00981A
8210,勤誠,0.53,1117000,00981A
6147,頎邦,0.53,7884000,00981A
5439,高技,0.51,3130000,00981A
3443,創意,0.47,271000,00981A
2404,漢唐,0.44,1091000,00981A
3264,欣銓,0.41,4897000,00981A
1590,亞德客-KY,0.31,500000,00981A
8996,高力,0.26,535000,00981A
7769,鴻勁,0.22,98000,00981A
2337,旺宏,0.21,2910000,00981A
6191,精成科,0.17,3986000,00981A
2481,強茂,0.16,3652000,00981A
3376,新日興,0.15,1681000,00981A
2313,華通,0.13,1343000,00981A
6415,矽力*-KY,0.11,660000,00981A
4966,譜瑞-KY,0.09,371000,00981A
3217,優群,0.06,830000,00981A
1303,南亞,0.05,1374000,00981A
2002,中鋼,0.04,5161000,00981A
1319,東陽,0.02,509000,00981A
2357,華碩,0.0,16000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,16000,00981A
4979,華星光,0.0,1000,00981A
5347,世界,0.0,62000,00981A
LITE US,LUMENTUM HOLDINGS INC.lite us,5.62,53000,00988A
SNDK US,SANDISK CORP,4.62,34400,00988A
BE US,BLOOM ENERGY CORP- A,4.39,145000,00988A
2454,聯發科,3.5,315000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.5,130000,00988A
2383,台光電,3.18,171000,00988A
MU US,MICRON TECHNOLOGY INC,3.17,47000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.08,41177,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.04,148000,00988A
CIEN US,CIENA CORP,2.98,47000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.94,68000,00988A
3037,欣興,2.63,750000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.6,72000,00988A
6515,穎崴,2.58,60000,00988A
3017,奇鋐,2.54,215000,00988A
GLW US,CORNING INC,2.47,120700,00988A
GEV US,GE VERNOVA INC,2.39,16400,00988A
2308,台達電,2.32,257000,00988A
FORM US,FORMFACTOR INC,2.16,120000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.09,60000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),2.06,44000,00988A
5274,信驊,2.05,30000,00988A
ENR GY,SIEMENS ENERGY AG,2.03,75000,00988A
2330,台積電,1.94,206000,00988A
WDC US,WESTERN DIGITAL CORP,1.83,35000,00988A
COHR US,COHERENT INC,1.83,45000,00988A
TER US,TERADYNE INC,1.78,35000,00988A
7826 JP,FURUYA METAL CO LTD,1.75,280000,00988A
285A JP,KIOXIA HOLDINGS CORP,1.53,50000,00988A
3110 JP,NITTO BOSEKI CO LTD,1.5,63200,00988A
HOT GY,HOCHTIEF AG,1.4,20000,00988A
AVGO US,BROADCOM LTD,1.34,25000,00988A
AIXA GY,AIXTRON SE,1.3,192539,00988A
4062 JP,IBIDEN CO LTD,1.28,120000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.27,615600,00988A
3711,日月光投控,1.26,600000,00988A
5803 JP,FUJIKURA LTD,1.11,210000,00988A
SOI FP,S.O.I.T.E.C.,1.05,68198,00988A
VIAV US,VIAVI SOLUTIONS INC,0.87,150000,00988A
NVDA US,NVIDIA CORP(輝達公司),0.86,30000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.85,220000,00988A
HOOD US,ROBINHOOD MARKETS INC - A,0.77,70000,00988A
ONTO US,ONTO INNOVATION INC,0.76,20000,00988A
006400 KS,Samsung SDI Co Ltd,0.73,12000,00988A
268A JP,RIGAKU HOLDINGS CORP,0.7,300000,00988A
AXTI US,AXT INC,0.63,68000,00988A
2360,致茂,0.53,60000,00988A
NBIS US,NEBIUS GROUP NV,0.36,20000,00988A
LITE US,LUMENTUM HOLDINGS INC,6.6,70985,00990A
