ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260604,115/06/04,284348774279.0,31.25,9100209000.0
00403A,20260604,115/06/04,186029615447.0,10.61,17528019000.0
00988A,20260604,115/06/03,52949990356.0,22.33,2370937000.0
00990A,20260604,2026/06/03,41556179297.0,20.81,1996522000.0
00992A,20260604,,48532891227.0,18.27,2655955000.0
00982A,20260604,,53433706695.0,24.05,2221436000.0
00991A,20260604,2026/06/04,58883736959.99999,19.56,3010416000.0
