ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260810,115/08/10,302205457998.0,28.6,10567709000.0
00403A,20260810,115/08/10,178143817882.0,9.92,17958519000.0
00988A,20260810,115/08/07,57289400856.0,16.65,3440937000.0
00990A,20260810,2026/08/07,39516570513.0,16.0,2469022000.0
00992A,20260810,,42151625310.0,16.95,2486955000.0
00982A,20260810,,51323633554.0,22.69,2261936000.0
00991A,20260810,2026/08/10,88147589279.99998,17.33,5086416000.0
