ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260716,115/07/16,270442966598.0,28.87,9367709000.0
00403A,20260716,115/07/16,161933798620.0,10.26,15783519000.0
00988A,20260716,115/07/15,60715208314.0,18.59,3265937000.0
00992A,20260716,,39952332470.0,16.77,2382955000.0
00982A,20260716,,50682817219.0,23.49,2157436000.0
00991A,20260716,2026/07/16,76815151840.0,18.49,4154416000.0
