Stock_Code,Stock_Name,Weight,Shares,ETF
MU US,MICRON TECHNOLOGY INC,6.12,79671,00990A
SNDK US,SANDISK CORP,5.03,36813,00990A
LITE US,LUMENTUM HOLDINGS INC,4.53,63305,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.5,43920,00990A
2308,台達電,4.25,671000,00990A
285A JP,KIOXIA HOLDINGS CORP,3.76,117700,00990A
AMD US,ADVANCED MICRO DEVICES,3.56,82479,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.25,141682,00990A
BE US,BLOOM ENERGY CORP- A,2.98,123500,00990A
2330,台積電,2.33,384000,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,2.33,118800,00990A
WDC US,WESTERN DIGITAL CORP,2.31,52262,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.23,288867,00990A
6976 JP,TAIYO YUDEN CO LTD,2.14,316000,00990A
MRVL US,MARVELL TECHNOLOGY INC,2.14,125800,00990A
4062 JP,IBIDEN CO LTD,2.06,200000,00990A
000660 KP,SK HYNIX INC,2.0,15788,00990A
AIXA GR,AIXTRON SE,1.98,344838,00990A
2383,台光電,1.93,144000,00990A
5706 JP,MITSUI KINZOKU CO LTD,1.91,75200,00990A
3037,欣興,1.72,634000,00990A
GLW US,CORNING INC,1.71,112595,00990A
6981 JP,MURATA MANUFACTURING CO LTD,1.68,377400,00990A
2454,聯發科,1.55,133000,00990A
SOI FP,S.O.I.T.E.C.,1.41,76183,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.35,18360,00990A
SMTC US,SEMTECH CORP,1.34,96600,00990A
WOLF US,WOLFSPEED INC,1.31,241500,00990A
NVTS US,NAVITAS SEMICONDUCTOR CORP,1.28,537686,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.25,555900,00990A
ARM US,ARM HOLDINGS PLC-ADR,1.25,44800,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.16,42800,00990A
CIEN US,CIENA CORP,1.16,24442,00990A
NOK US,NOKIA CORP-SPON ADR,1.15,901410,00990A
6274,台燿,1.09,268000,00990A
5347,世界,1.07,2498000,00990A
VICR US,VICOR CORP,1.07,37700,00990A
GOOGL US,ALPHABET INC-CL A,0.98,30140,00990A
STM US,STMICROELECTRONICS NV-NY SHS,0.97,167500,00990A
2345,智邦,0.9,139000,00990A
3017,奇鋐,0.89,130000,00990A
DIOD US,DIODES INC,0.87,95200,00990A
NVDA US,NVIDIA CORP,0.83,46650,00990A
AEHR US,AEHR TEST SYSTEMS,0.71,85300,00990A
2360,致茂,0.7,103000,00990A
INTC US,INTEL CORP,0.7,69505,00990A
3443,創意,0.63,52000,00990A
6997 JP,NIPPON CHEMI-CON CORP,0.61,267600,00990A
NBIS US,NEBIUS GROUP NV,0.57,30100,00990A
7220 JP,MUSASHI SEIMITSU INDUSTRY CO,0.52,124800,00990A
4958,臻鼎-KY,0.47,363000,00990A
5274,信驊,0.47,10000,00990A
AVGO US,BROADCOM INC,0.47,13360,00990A
8046,南電,0.46,204000,00990A
7826 JP,FURUYA METAL CO LTD,0.35,77400,00990A
2330,台積電,8.07,1761000,00992A
2383,台光電,6.34,636000,00992A
3037,欣興,5.96,2902000,00992A
2345,智邦,4.79,1012000,00992A
6669,緯穎,4.24,400000,00992A
6223,旺矽,3.93,339000,00992A
8996,高力,3.55,1674000,00992A
2454,聯發科,3.46,412000,00992A
3017,奇鋐,3.38,651000,00992A
3443,創意,3.27,360000,00992A
2059,川湖,3.18,323000,00992A
3665,貿聯-KY,2.71,667000,00992A
6515,穎崴,2.55,151000,00992A
3661,世芯-KY,2.52,293000,00992A
8299,群聯,2.45,489000,00992A
2455,全新,2.32,2827000,00992A
2327,國巨*,2.3,1600000,00992A
6584,南俊國際,2.15,1485000,00992A
6274,台燿,2.09,636000,00992A
3105,穩懋,2.09,2033000,00992A
3711,日月光投控,1.95,1640000,00992A
3081,聯亞,1.93,380000,00992A
8046,南電,1.75,1058000,00992A
2368,金像電,1.72,669000,00992A
2308,台達電,1.7,357000,00992A
6510,精測,1.66,272000,00992A
7769,鴻勁,1.61,100000,00992A
3653,健策,1.36,197000,00992A
7751,竑騰,1.32,384000,00992A
5274,信驊,1.11,30000,00992A
2360,致茂,1.02,207000,00992A
3583,辛耘,0.96,567000,00992A
4991,環宇-KY,0.82,574000,00992A
3189,景碩,0.69,486013,00992A
6531,愛普*,0.63,271000,00992A
5289,宜鼎,0.55,157000,00992A
2337,旺宏,0.47,1465000,00992A
8021,尖點,0.45,518000,00992A
7734,印能科技,0.42,59000,00992A
6805,富世達,0.42,112000,00992A
6139,亞翔,0.4,259000,00992A
3260,威剛,0.32,393000,00992A
6442,光聖,0.29,80000,00992A
3533,嘉澤,0.25,48000,00992A
3491,昇達科,0.2,47000,00992A
2330,台積電,8.28,1937000,00982A
5536,聖暉*,6.86,3804000,00982A
2454,聯發科,6.83,873000,00982A
3264,欣銓,4.06,9176000,00982A
6139,亞翔,4.0,2813000,00982A
3491,昇達科,3.92,980000,00982A
3105,穩懋,3.87,4039000,00982A
2360,致茂,3.82,835000,00982A
2345,智邦,3.6,816000,00982A
6223,旺矽,3.38,312000,00982A
6147,頎邦,3.32,5987000,00982A
2383,台光電,3.11,335000,00982A
4958,臻鼎-KY,2.99,3192000,00982A
6669,緯穎,2.97,300000,00982A
2303,聯電,2.39,9119000,00982A
6285,啟碁,2.37,4083000,00982A
6488,環球晶,2.14,1159000,00982A
3017,奇鋐,1.99,412000,00982A
6257,矽格,1.96,4756000,00982A
2472,立隆電,1.9,2820000,00982A
3583,辛耘,1.79,1138000,00982A
2059,川湖,1.71,186000,00982A
2467,志聖,1.67,1484000,00982A
1785,光洋科,1.61,5607000,00982A
7769,鴻勁,1.41,94000,00982A
6274,台燿,1.37,446000,00982A
2377,微星,1.36,5736000,00982A
3008,大立光,1.3,204000,00982A
8016,矽創,1.24,2240000,00982A
3036,文曄,1.23,2344000,00982A
6531,愛普*,1.21,558000,00982A
3702,大聯大,1.17,5498000,00982A
3711,日月光投控,1.13,1022000,00982A
2327,國巨*,1.12,833000,00982A
2316,楠梓電,1.05,3422000,00982A
2368,金像電,0.95,398000,00982A
6278,台表科,0.9,2235000,00982A
2404,漢唐,0.79,379000,00982A
8996,高力,0.76,382000,00982A
2351,順德,0.52,1369000,00982A
2376,技嘉,0.36,538000,00982A
2451,創見,0.32,525000,00982A
5274,信驊,0.31,9000,00982A
6831,邁科,0.3,226000,00982A
3376,新日興,0.13,364000,00982A
2885,元大金,0.12,1128420,00982A
6177,達麗,0.03,396350,00982A
3443,創意,0.01,1000,00982A
6805,富世達,0.0,1000,00982A
8046,南電,0.0,2000,00982A
4441,振大環球,0.0,4000,00982A
8358,金居,0.0,1000,00982A
1519,華城,0.0,600,00982A
3665,貿聯-KY,0.0,136,00982A
2548,華固,0.0,2000,00982A
3706,神達,0.0,1400,00982A
2886,兆豐金,0.0,1000,00982A
2881,富邦金,0.0,250,00982A
2330,台灣積體,14.85,3650000,00991A
2383,台光電子,6.723,760000,00991A
2327,國巨股份,6.502,5100000,00991A
8299,群聯電子,6.228,1400000,00991A
3037,欣興電子,5.832,3200000,00991A
2408,南亞科技,4.496,7500000,00991A
2454,聯發科技,4.021,540000,00991A
2308,台達電子,3.886,920000,00991A
3017,奇鋐科技,3.821,830000,00991A
7769,鴻勁精密,3.71,260000,00991A
6669,緯穎科技,3.528,375000,00991A
2345,智邦科技,3.526,840000,00991A
5274,信驊科技,3.438,105000,00991A
6223,旺矽科技,3.089,300000,00991A
6274,台燿科技,2.774,950000,00991A
3189,景碩科技,2.645,2100000,00991A
8046,南亞電路,2.564,1750000,00991A
2368,金像電子,2.28,1000000,00991A
2360,致茂電子,2.177,500000,00991A
8210,勤誠興業,1.887,800000,00991A
3042,台灣晶技,1.862,5000000,00991A
8996,高力熱處,1.695,900000,00991A
2059,川湖科技,1.531,175000,00991A
6515,穎崴科技,0.015,1000,00991A
3711,日月光投,0.01,9000,00991A
3653,健策精密,0.006,1000,00991A
6510,中華精測,0.005,1000,00991A
2382,廣達電腦,0.005,9000,00991A
2449,京元電子,0.005,9000,00991A
2313,華通電腦,0.004,9000,00991A
2317,鴻海精密,0.004,9000,00991A
3665,貿聯-KY,0.004,1000,00991A
2603,長榮海運,0.003,9000,00991A
5347,世界先進,0.003,9000,00991A
2337,旺宏電子,0.003,9000,00991A
2344,華邦電子,0.002,9000,00991A
1590,亞德客-KY,0.002,1000,00991A
3231,緯創資通,0.002,9000,00991A
2404,漢唐集成,0.002,1000,00991A
3324,雙鴻科技,0.002,1000,00991A
2881,富邦金融,0.002,9000,00991A
1519,華城電機,0.002,1000,00991A
2882,國泰金融,0.001,9000,00991A
2885,元大金融,0.001,9000,00991A
2891,中國信託,0.001,9000,00991A
3044,健鼎科技,0.001,1000,00991A
3036,文曄科技,0.0,1000,00991A
2412,中華電信,0.0,1000,00991A
3045,台灣大哥,0.0,1000,00991A
1303,南亞塑膠,0.0,1000,00991A
