ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260608,115/06/08,273683061969.0,29.91,9151209000.0
00403A,20260608,115/06/08,177927489663.0,10.16,17509019000.0
00988A,20260608,115/06/05,52103324565.0,20.59,2530437000.0
00990A,20260608,2026/06/05,38933557526.0,18.94,2055522000.0
00992A,20260608,,45682281845.0,17.59,2597455000.0
00982A,20260608,,50199268135.0,22.64,2216936000.0
00991A,20260608,2026/06/08,56832330880.0,18.68,3042416000.0
