ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260528,115/05/28,281543971553.0,30.88,9118209000.0
00988A,20260528,115/05/27,42248465477.0,21.12,1999937000.0
00990A,20260528,2026/05/27,36910885232.0,19.38,1905022000.0
00992A,20260528,,50734871196.0,18.07,2807455000.0
00982A,20260528,,53975768834.0,23.84,2263936000.0
00991A,20260528,2026/05/28,54767633920.0,19.12,2864416000.0
