ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260421,115/04/21,183302500831.0,26.35,6957209000.0
00988A,20260421,115/04/20,21709319301.0,15.7,1382437000.0
00990A,20260421,2026/04/20,25449891891.0,14.87,1711022000.0
00992A,20260421,,46191136130.0,16.86,2738955000.0
