ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260805,115/08/05,307023001084.0,28.58,10741709000.0
00403A,20260805,115/08/05,178920547802.0,9.86,18144519000.0
00988A,20260805,115/08/04,58356326425.0,16.92,3447937000.0
00990A,20260805,2026/08/04,39809607718.0,16.13,2468522000.0
00992A,20260805,,42380230492.0,16.64,2546955000.0
00982A,20260805,,50628245455.0,22.36,2263936000.0
00991A,20260805,2026/08/05,88721827040.0,16.94,5237416000.0
