ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260508,115/05/08,266016459248.0,28.81,9233209000.0
00988A,20260508,115/05/07,30089293062.0,18.36,1638937000.0
00990A,20260508,2026/05/07,31044622339.0,17.19,1806022000.0
00992A,20260508,,50626719281.0,17.64,2869955000.0
00982A,20260508,,46589591843.0,22.37,2082936000.0
00991A,20260508,2026/05/08,41743385880.0,17.43,2394916000.0
