ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260512,115/05/12,272935897029.0,29.9,9129209000.0
00988A,20260512,115/05/11,33287396174.0,19.4,1715937000.0
00990A,20260512,2026/05/11,32664501124.0,18.08,1807022000.0
00992A,20260512,,53222620487.0,18.62,2857955000.0
00982A,20260512,,48328811601.0,23.17,2085436000.0
00991A,20260512,2026/05/12,44141378640.0,18.29,2413416000.0
