ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260514,115/05/14,268331786606.0,29.56,9078209000.0
00988A,20260514,115/05/13,35257766522.0,19.7,1789437000.0
00990A,20260514,2026/05/13,33320170194.0,18.27,1823522000.0
00992A,20260514,,52303154674.0,18.29,2858955000.0
00982A,20260514,,49399060586.0,23.1,2138936000.0
00991A,20260514,2026/05/14,45431527680.0,18.48,2458416000.0
