ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260624,115/06/24,291625389486.0,31.45,9271709000.0
00403A,20260624,115/06/24,173426530755.0,11.04,15714019000.0
00988A,20260624,115/06/23,59668585908.0,22.06,2704937000.0
00990A,20260624,2026/06/23,44265181490.0,20.24,2187522000.0
00992A,20260624,,45203036937.0,18.85,2398455000.0
00982A,20260624,,53333977599.0,24.64,2164436000.0
00991A,20260624,2026/06/24,67598748080.0,20.38,3316916000.0
