ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260625,115/06/25,292775081108.0,31.58,9271709000.0
00403A,20260625,115/06/25,174951097088.0,11.14,15702519000.0
00988A,20260625,115/06/24,60169373777.0,21.92,2744437000.0
00990A,20260625,2026/06/24,44224840408.0,20.07,2203022000.0
00991A,20260625,2026/06/25,69047659520.0,20.72,3332416000.0
