ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260630,115/06/30,290289258633.0,31.27,9283709000.0
00403A,20260630,115/06/30,172441182461.0,11.01,15665019000.0
00988A,20260630,115/06/29,61659002015.0,21.73,2837937000.0
00990A,20260630,2026/06/29,45684730779.0,20.31,2249522000.0
00992A,20260630,,43766034218.0,18.56,2357955000.0
00982A,20260630,,53238110039.0,24.56,2167436000.0
00991A,20260630,2026/06/30,70443436320.0,20.52,3432916000.0
