ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260722,115/07/22,278259548833.0,28.62,9721709000.0
00403A,20260722,115/07/22,168892945102.0,10.02,16848019000.0
00988A,20260722,115/07/21,58770096504.0,17.54,3351437000.0
00990A,20260722,2026/07/21,41146258301.0,16.7,2464022000.0
00992A,20260722,,39316291747.0,16.25,2418955000.0
00982A,20260722,,50429446281.0,22.88,2204436000.0
00991A,20260722,2026/07/22,77910221760.0,17.36,4487916000.0
