ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260428,115/04/28,235758523570.0,27.8,8481209000.0
00988A,20260428,115/04/27,23795949981.0,16.68,1426437000.0
00990A,20260428,2026/04/27,27443302179.0,15.73,1744522000.0
00982A,20260428,,38927257529.0,20.92,1860436000.0
00991A,20260428,2026/04/28,37240705600.0,16.6,2243416000.0
