ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260427,115/04/27,232148514804.0,27.74,8369209000.0
00988A,20260427,115/04/24,23619014811.0,16.76,1409437000.0
00990A,20260427,2026/04/24,27306084616.0,15.68,1741522000.0
00992A,20260427,,49159998483.0,16.88,2912455000.0
00982A,20260427,,38640824146.0,20.69,1867436000.0
00991A,20260427,2026/04/27,36308807280.0,16.58,2189916000.0
