ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260611,115/06/11,276587875676.0,29.72,9307709000.0
00403A,20260611,115/06/11,176502799352.0,10.03,17595519000.0
00988A,20260611,115/06/10,50221419831.0,19.53,2571437000.0
00990A,20260611,2026/06/10,38680587234.0,18.16,2130022000.0
00992A,20260611,,44440357640.0,17.31,2566955000.0
00982A,20260611,,49745266960.0,22.62,2199436000.0
00991A,20260611,2026/06/11,57701798440.0,18.59,3103916000.0
