ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260702,115/07/02,294888700237.0,32.18,9164209000.0
00403A,20260702,115/07/02,173062750763.0,11.17,15500019000.0
00988A,20260702,115/07/01,62909238046.0,22.12,2844437000.0
00990A,20260702,2026/07/01,46653642752.0,20.59,2265522000.0
00992A,20260702,,44470597334.0,19.17,2319955000.0
00982A,20260702,,54760911890.0,25.48,2148936000.0
00991A,20260702,2026/07/02,72345469600.0,20.6,3511916000.0
