ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00403A,20260709,115/07/09,162624991808.0,10.47,15531019000.0
00981A,20260709,115/07/09,274753577961.0,29.87,9199209000.0
00982A,20260709,,51543157770.0,24.0,2147936000.0
00988A,20260709,115/07/08,59853545462.0,18.93,3161437000.0
00990A,20260709,2026/07/08,42383582037.0,17.73,2390522000.0
00991A,20260709,2026/07/09,75357694560.0,19.41,3882416000.0
00992A,20260709,,41826610044.0,17.82,2346955000.0
