ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260507,115/05/07,272698601290.0,29.59,9214709000.0
00988A,20260507,115/05/06,28891131233.0,18.46,1565437000.0
00990A,20260507,2026/05/06,30831465598.0,17.26,1786522000.0
00992A,20260507,,51919350804.0,18.11,2866455000.0
00982A,20260507,,46366658383.0,22.7,2042936000.0
00991A,20260507,2026/05/07,42207941440.0,17.84,2365916000.0
