ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260730,115/07/30,243997546845.0,23.82,10243209000.0
00403A,20260730,115/07/30,152059631518.0,8.46,17967519000.0
00988A,20260730,115/07/29,47787245103.0,14.11,3387437000.0
00990A,20260730,2026/07/29,33571039406.0,13.61,2467022000.0
00992A,20260730,,32999989820.0,13.51,2442455000.0
00982A,20260730,,41907862261.0,18.6,2252936000.0
00991A,20260730,2026/07/30,65928505680.0,13.98,4715916000.0
