ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260617,115/06/17,292032612967.0,31.0,9421709000.0
00403A,20260617,115/06/17,175622285468.0,10.83,16209019000.0
00988A,20260617,115/06/16,58198808827.0,22.06,2637937000.0
00990A,20260617,2026/06/16,43794379251.0,20.34,2153522000.0
00992A,20260617,,46895005359.0,18.76,2499955000.0
00982A,20260617,,53107854377.0,24.26,2188936000.0
00991A,20260617,2026/06/17,62579661600.00001,20.1,3113416000.0
