ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260511,115/05/11,275083119145.0,29.81,9228209000.0
00988A,20260511,115/05/08,31751738958.0,18.79,1689937000.0
00990A,20260511,2026/05/08,31635389527.0,17.48,1810022000.0
00992A,20260511,,52929670486.0,18.44,2869955000.0
00982A,20260511,,47982277634.0,23.01,2084936000.0
00991A,20260511,2026/05/11,43502007120.0,18.07,2407416000.0
