ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00990A,20260813,2026/08/12,40506720784.0,16.41,2468022000.0
00992A,20260813,,43665127878.0,17.83,2449455000.0
00982A,20260813,,52554309431.0,23.27,2258436000.0
00991A,20260813,2026/08/13,92138426160.00002,18.26,5045916000.0
