ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260717,115/07/17,253299770879.0,26.46,9574209000.0
00403A,20260717,115/07/17,154870056412.0,9.46,16368019000.0
00988A,20260717,115/07/16,57909657699.0,17.55,3298937000.0
00990A,20260717,2026/07/16,40395711942.0,16.48,2450522000.0
00992A,20260717,,37104973086.0,15.31,2422955000.0
00982A,20260717,,46884356800.0,21.59,2171936000.0
00991A,20260717,2026/07/17,72683862080.0,16.88,4305916000.0
