Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.26,11657000,00981A
2383,台光電,8.47,4723000,00981A
2345,智邦,6.07,6231000,00981A
2454,聯發科,5.4,4263000,00981A
2308,台達電,5.3,6572000,00981A
6223,旺矽,4.97,2169000,00981A
3017,奇鋐,4.7,4925000,00981A
6669,緯穎,4.56,2294000,00981A
8046,南電,3.87,12658000,00981A
3665,貿聯-KY,3.83,4703848,00981A
2368,金像電,3.52,7018000,00981A
3037,欣興,3.45,10822000,00981A
2327,國巨*,3.24,18313000,00981A
5274,信驊,3.23,483000,00981A
3711,日月光投控,3.19,14998000,00981A
3653,健策,3.05,2267000,00981A
2303,聯電,2.4,56167000,00981A
6274,台燿,2.11,4151000,00981A
6515,穎崴,1.68,442000,00981A
2449,京元電子,1.5,12919000,00981A
6510,精測,1.35,930000,00981A
6805,富世達,1.19,1761000,00981A
8210,勤誠,1.08,1967000,00981A
3264,欣銓,0.79,9030000,00981A
6187,萬潤,0.54,1224000,00981A
5439,高技,0.54,3528000,00981A
2404,漢唐,0.54,1394000,00981A
3008,大立光,0.44,329000,00981A
2357,華碩,0.42,1703000,00981A
8996,高力,0.42,1034000,00981A
2313,華通,0.38,4124000,00981A
8150,南茂,0.36,11334000,00981A
4966,譜瑞-KY,0.32,1036000,00981A
8358,金居,0.3,1980000,00981A
1590,亞德客-KY,0.3,530000,00981A
6278,台表科,0.21,2500000,00981A
3443,創意,0.2,107000,00981A
6415,矽力*-KY,0.17,940000,00981A
2481,強茂,0.17,3654000,00981A
6191,精成科,0.14,3988000,00981A
3036,文曄,0.13,1200000,00981A
3376,新日興,0.13,1741000,00981A
3217,優群,0.06,874000,00981A
2002,中鋼,0.04,5163000,00981A
1319,東陽,0.02,511000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,18000,00981A
6147,頎邦,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
LITE US,LUMENTUM HOLDINGS INC,4.78,55000,00988A
MU US,MICRON TECHNOLOGY INC,4.71,70000,00988A
SNDK US,SANDISK CORP,4.56,38000,00988A
BE US,BLOOM ENERGY CORP- A,4.08,155000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),3.9,100000,00988A
2454,聯發科,2.95,315000,00988A
2383,台光電,2.94,217000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),2.79,47000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,2.76,130000,00988A
GLW US,CORNING INC,2.71,150000,00988A
CIEN US,CIENA CORP,2.67,52000,00988A
3037,欣興,2.64,1090000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.58,82000,00988A
4062 JP,IBIDEN CO LTD,2.56,275000,00988A
285A JP,KIOXIA HOLDINGS CORP,2.53,95000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.5,90000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.34,148000,00988A
2330,台積電,2.15,345000,00988A
WDC US,WESTERN DIGITAL CORP,2.12,50000,00988A
7826 JP,FURUYA METAL CO LTD,2.02,346400,00988A
COHR US,COHERENT INC,2.0,57000,00988A
5274,信驊,1.96,40000,00988A
6515,穎崴,1.94,67000,00988A
2308,台達電,1.82,307000,00988A
GEV US,GE VERNOVA INC,1.8,19000,00988A
AIXA GY,AIXTRON SE,1.71,305000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.67,888000,00988A
3711,日月光投控,1.66,1100000,00988A
6223,旺矽,1.56,90000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.53,44000,00988A
3017,奇鋐,1.51,215000,00988A
AAOI US,APPLIED OPTOELECTRONICS INC,1.41,79677,00988A
ENR GY,SIEMENS ENERGY AG,1.35,75000,00988A
5803 JP,FUJIKURA LTD,1.18,339300,00988A
HOT GY,HOCHTIEF AG,1.08,20000,00988A
NVDA US,NVIDIA CORP(輝達公司),1.02,50000,00988A
AVGO US,BROADCOM LTD,0.95,25000,00988A
6274,台燿,0.92,230000,00988A
AXTI US,AXT INC,0.9,90000,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,0.82,450000,00988A
7769,鴻勁,0.75,36000,00988A
TER US,TERADYNE INC,0.74,24000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.73,260000,00988A
FORM US,FORMFACTOR INC,0.72,65000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,0.69,100000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.69,150000,00988A
SOI FP,S.O.I.T.E.C.,0.69,45000,00988A
2360,致茂,0.68,110000,00988A
010120 KS,LS ELECTRIC CO LTD,0.49,30000,00988A
NBIS US,NEBIUS GROUP NV,0.38,20000,00988A
268A JP,RIGAKU HOLDINGS CORP,0.05,31000,00988A
LITE US,LUMENTUM HOLDINGS INC,6.78,70985,00990A
SNDK US,SANDISK CORP,6.21,47173,00990A
MU US,MICRON TECHNOLOGY INC,5.08,68671,00990A
2308,台達電,4.09,628000,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.79,141682,00990A
2330,台積電,3.64,531000,00990A
AMD US,ADVANCED MICRO DEVICES,3.53,82479,00990A
285A JP,KIOXIA HOLDINGS CORP,3.44,117700,00990A
BE US,BLOOM ENERGY CORP- A,3.15,109100,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.82,92300,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.74,41884,00990A
WDC US,WESTERN DIGITAL CORP,2.44,52262,00990A
GLW US,CORNING INC,2.23,112595,00990A
2383,台光電,2.14,144000,00990A
AIXA GR,AIXTRON SE,2.09,344838,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,1.99,85300,00990A
4062 JP,IBIDEN CO LTD,1.86,181800,00990A
GOOGL US,ALPHABET INC-CL A,1.84,48100,00990A
2345,智邦,1.79,221000,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.79,103000,00990A
SOI FP,S.O.I.T.E.C.,1.73,102089,00990A
3037,欣興,1.69,634000,00990A
AAOI US,APPLIED OPTOELECTRONICS INC,1.69,87100,00990A
000660 KP,SK HYNIX INC,1.59,12674,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.48,42800,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.41,18360,00990A
CIEN US,CIENA CORP,1.38,24442,00990A
5347,世界,1.32,2498000,00990A
AVGO US,BROADCOM INC,1.3,30960,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.29,555900,00990A
AEHR US,AEHR TEST SYSTEMS,1.22,120400,00990A
