ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260728,115/07/28,252072371737.0,25.42,9916709000.0
00403A,20260728,115/07/28,156361409554.0,8.97,17431519000.0
00988A,20260728,115/07/27,55398304376.0,16.41,3376437000.0
00990A,20260728,2026/07/27,38368971732.0,15.52,2472022000.0
00992A,20260728,,35720737418.0,14.59,2447955000.0
00982A,20260728,,44501704190.0,20.09,2214936000.0
00991A,20260728,2026/07/28,69105258240.0,15.14,4564416000.0
