Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.31,11157000,00981A
2383,台光電,8.45,4605000,00981A
2345,智邦,5.74,6231000,00981A
2454,聯發科,5.68,4463000,00981A
2308,台達電,5.1,6218000,00981A
3665,貿聯-KY,4.79,4703848,00981A
2368,金像電,4.43,8260000,00981A
8046,南電,4.41,12658000,00981A
3017,奇鋐,3.69,4082000,00981A
3653,健策,3.62,2267000,00981A
6223,旺矽,3.53,1922000,00981A
5274,信驊,3.35,483000,00981A
6669,緯穎,3.35,1819000,00981A
3037,欣興,3.3,10387000,00981A
3711,日月光投控,2.19,11259000,00981A
2327,國巨*,2.16,17221000,00981A
6274,台燿,1.84,3778000,00981A
6515,穎崴,1.59,422000,00981A
2303,聯電,1.57,46374000,00981A
2449,京元電子,1.57,12919000,00981A
2317,鴻海,1.32,14177000,00981A
6510,精測,1.31,930000,00981A
6805,富世達,1.23,1761000,00981A
3443,創意,1.13,616000,00981A
3189,景碩,0.96,5360000,00981A
8358,金居,0.95,5558000,00981A
3264,欣銓,0.72,8608000,00981A
8210,勤誠,0.66,1340000,00981A
6187,萬潤,0.55,1224000,00981A
6147,頎邦,0.52,7985000,00981A
3661,世芯-KY,0.5,296000,00981A
5439,高技,0.49,3228000,00981A
8996,高力,0.45,1034000,00981A
2404,漢唐,0.4,1093000,00981A
1590,亞德客-KY,0.28,530000,00981A
2313,華通,0.24,2624000,00981A
2357,華碩,0.23,975000,00981A
2337,旺宏,0.19,3056000,00981A
6191,精成科,0.15,3988000,00981A
2481,強茂,0.14,3654000,00981A
3376,新日興,0.13,1741000,00981A
6415,矽力*-KY,0.1,660000,00981A
4966,譜瑞-KY,0.08,386000,00981A
3217,優群,0.06,874000,00981A
2002,中鋼,0.04,5163000,00981A
8150,南茂,0.02,468000,00981A
1319,東陽,0.01,511000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,18000,00981A
5347,世界,0.0,63000,00981A
LITE US,LUMENTUM HOLDINGS INC.lite us,6.19,55000,00988A
SNDK US,SANDISK CORP,5.73,36000,00988A
BE US,BLOOM ENERGY CORP- A,4.84,145000,00988A
MU US,MICRON TECHNOLOGY INC,3.96,54681,00988A
2454,聯發科,3.56,315000,00988A
2383,台光電,3.23,191000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.07,44000,00988A
CIEN US,CIENA CORP,2.9,47000,00988A
3037,欣興,2.9,897000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.82,148000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,2.78,130000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),2.73,68000,00988A
6515,穎崴,2.41,67000,00988A
GLW US,CORNING INC,2.21,120700,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.13,72000,00988A
3017,奇鋐,2.08,215000,00988A
GEV US,GE VERNOVA INC,2.03,16400,00988A
2308,台達電,1.99,257000,00988A
FORM US,FORMFACTOR INC,1.97,120000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.93,44000,00988A
5274,信驊,1.91,30000,00988A
WDC US,WESTERN DIGITAL CORP,1.84,35000,00988A
ENR GY,SIEMENS ENERGY AG,1.81,75000,00988A
AIXA GY,AIXTRON SE,1.79,263450,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,1.77,60000,00988A
4062 JP,IBIDEN CO LTD,1.73,180000,00988A
COHR US,COHERENT INC,1.71,45000,00988A
2330,台積電,1.66,206000,00988A
3711,日月光投控,1.58,850000,00988A
7826 JP,FURUYA METAL CO LTD,1.46,280000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.43,751000,00988A
HOT GY,HOCHTIEF AG,1.4,20000,00988A
285A JP,KIOXIA HOLDINGS CORP,1.31,50000,00988A
3110 JP,NITTO BOSEKI CO LTD,1.28,63200,00988A
AVGO US,BROADCOM LTD,1.21,25000,00988A
AAOI US,APPLIED OPTOELECTRONICS INC,1.02,50000,00988A
TER US,TERADYNE INC,0.97,24000,00988A
006400 KS,Samsung SDI Co Ltd,0.97,18000,00988A
