ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00988A,20260710,115/07/08,59853545462.0,18.93,3161437000.0
00990A,20260710,2026/07/08,42383582037.0,17.73,2390522000.0
00992A,20260710,,41826610044.0,17.82,2346955000.0
00982A,20260710,,51543157770.0,24.0,2147936000.0
