ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260803,115/08/03,301542979398.0,27.13,11114209000.0
00403A,20260803,115/08/03,172225560262.0,9.42,18275519000.0
00988A,20260803,115/07/31,53832105040.0,15.68,3433937000.0
00990A,20260803,2026/07/31,36928466709.0,14.97,2467522000.0
00992A,20260803,,40009353144.0,15.53,2576455000.0
00982A,20260803,,48468273746.0,21.06,2301936000.0
00991A,20260803,2026/08/03,90695305160.00002,16.01,5664916000.0
