ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260526,115/05/26,286439360959.0,31.48,9097709000.0
00988A,20260526,115/05/25,40138747381.0,20.07,1999937000.0
00990A,20260526,2026/05/22,33267621838.0,18.48,1800522000.0
00992A,20260526,,54516264500.0,19.01,2868455000.0
00982A,20260526,,54815617718.0,24.17,2267936000.0
00991A,20260526,2026/05/26,51754451279.99999,19.33,2677416000.0
