Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.28,11657000,00981A
2383,台光電,8.38,4723000,00981A
2345,智邦,5.92,6231000,00981A
2454,聯發科,5.56,4263000,00981A
2308,台達電,5.08,6572000,00981A
6223,旺矽,4.97,2169000,00981A
3017,奇鋐,4.65,4925000,00981A
6669,緯穎,4.55,2294000,00981A
8046,南電,4.23,12658000,00981A
2327,國巨*,3.84,18313000,00981A
3665,貿聯-KY,3.73,4703848,00981A
3037,欣興,3.59,10822000,00981A
2368,金像電,3.5,7018000,00981A
2303,聯電,2.89,66190000,00981A
3711,日月光投控,2.88,14998000,00981A
3653,健策,2.77,2267000,00981A
5274,信驊,2.65,422000,00981A
6274,台燿,2.02,4151000,00981A
6515,穎崴,1.62,442000,00981A
2449,京元電子,1.45,12919000,00981A
6510,精測,1.27,930000,00981A
6805,富世達,1.22,1761000,00981A
8210,勤誠,1.02,1967000,00981A
3533,嘉澤,0.59,624000,00981A
2404,漢唐,0.58,1394000,00981A
6187,萬潤,0.54,1224000,00981A
3264,欣銓,0.52,6217000,00981A
5439,高技,0.52,3528000,00981A
2357,華碩,0.42,1622000,00981A
3008,大立光,0.42,329000,00981A
2313,華通,0.42,4124000,00981A
8996,高力,0.41,1034000,00981A
8358,金居,0.37,1980000,00981A
8150,南茂,0.34,11334000,00981A
4966,譜瑞-KY,0.32,1036000,00981A
6278,台表科,0.31,3734000,00981A
1590,亞德客-KY,0.3,530000,00981A
6147,頎邦,0.28,3201000,00981A
6415,矽力*-KY,0.21,1038000,00981A
3443,創意,0.18,96000,00981A
6191,精成科,0.15,3988000,00981A
3036,文曄,0.14,1200000,00981A
3376,新日興,0.14,1741000,00981A
2481,強茂,0.11,2056000,00981A
3217,優群,0.07,874000,00981A
2002,中鋼,0.04,5163000,00981A
1319,東陽,0.02,511000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,18000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
MU US,MICRON TECHNOLOGY INC,4.68,77000,00988A
SNDK US,SANDISK CORP,4.57,38000,00988A
LITE US,LUMENTUM HOLDINGS INC,4.26,55000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),3.96,110000,00988A
BE US,BLOOM ENERGY CORP- A,3.87,170000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.33,165000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.31,60000,00988A
2383,台光電,3.09,248000,00988A
3037,欣興,2.92,1300000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.75,100000,00988A
2454,聯發科,2.73,315000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.7,110000,00988A
285A JP,KIOXIA HOLDINGS CORP,2.59,95000,00988A
CIEN US,CIENA CORP,2.45,52000,00988A
2330,台積電,2.42,400000,00988A
4062 JP,IBIDEN CO LTD,2.3,275000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.27,148000,00988A
WDC US,WESTERN DIGITAL CORP,2.26,57000,00988A
7826 JP,FURUYA METAL CO LTD,2.1,374300,00988A
COHR US,COHERENT INC,2.09,68000,00988A
6515,穎崴,2.09,80000,00988A
6997 JP,NIPPON CHEMI-CON CORP,2.01,1200000,00988A
5274,信驊,2.01,46000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,1.96,300000,00988A
GLW US,CORNING INC,1.72,112500,00988A
6981 JP,MURATA MANUFACTURING CO LTD,1.69,500000,00988A
GEV US,GE VERNOVA INC,1.67,19000,00988A
2308,台達電,1.62,307000,00988A
AIXA GY,AIXTRON SE,1.54,305000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.48,44000,00988A
NVDA US,NVIDIA CORP(輝達公司),1.44,75000,00988A
3711,日月光投控,1.43,1100000,00988A
6223,旺矽,1.42,90000,00988A
3017,奇鋐,1.41,215000,00988A
ENR GY,SIEMENS ENERGY AG,1.27,75000,00988A
AAOI US,APPLIED OPTOELECTRONICS INC,1.19,79677,00988A
HOT GY,HOCHTIEF AG,0.93,20000,00988A
AVGO US,BROADCOM LTD,0.89,25000,00988A
NOK US,NOKIA CORP-SPON ADR,0.89,750000,00988A
AXTI US,AXT INC,0.88,90000,00988A
SOI FP,S.O.I.T.E.C.,0.87,60000,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,0.79,450000,00988A
6274,台燿,0.77,230000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.68,260000,00988A
7769,鴻勁,0.65,36000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.64,150000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,0.64,200000,00988A
2360,致茂,0.62,110000,00988A
SNDK US,SANDISK CORP,6.83,47173,00990A
LITE US,LUMENTUM HOLDINGS INC,5.66,60705,00990A
MU US,MICRON TECHNOLOGY INC,5.02,68671,00990A
2308,台達電,3.98,628000,00990A
2330,台積電,3.87,531000,00990A
285A JP,KIOXIA HOLDINGS CORP,3.85,117700,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.73,141682,00990A
AMD US,ADVANCED MICRO DEVICES,3.57,82479,00990A
BE US,BLOOM ENERGY CORP- A,3.38,123500,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.87,41884,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.72,92300,00990A
WDC US,WESTERN DIGITAL CORP,2.49,52262,00990A
2383,台光電,2.16,144000,00990A
AIXA GR,AIXTRON SE,2.13,344838,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,2.07,85300,00990A
GLW US,CORNING INC,2.07,112595,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.9,103000,00990A
4062 JP,IBIDEN CO LTD,1.83,181800,00990A
SOI FP,S.O.I.T.E.C.,1.78,102089,00990A
2345,智邦,1.75,221000,00990A
3037,欣興,1.71,634000,00990A
AAOI US,APPLIED OPTOELECTRONICS INC,1.56,87100,00990A
000660 KP,SK HYNIX INC,1.54,12674,00990A
GOOGL US,ALPHABET INC-CL A,1.54,38060,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.42,42800,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.41,18360,00990A
CIEN US,CIENA CORP,1.39,24442,00990A
IFX GR,INFINEON TECHNOLOGIES AG,1.39,176079,00990A
AVGO US,BROADCOM INC,1.33,30960,00990A
NVDA US,NVIDIA CORP,1.33,57750,00990A
5347,世界,1.3,2498000,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.28,555900,00990A
005930 KP,SAMSUNG ELECTRONICS CO LTD,1.17,61290,00990A
3653,健策,1.12,110000,00990A
6274,台燿,1.09,268000,00990A
NOK US,NOKIA CORP-SPON ADR,1.09,762210,00990A
ON US,ON SEMICONDUCTOR,1.07,96700,00990A
268A JP,RIGAKU HOLDINGS CORP,1.03,687700,00990A
3017,奇鋐,1.03,130000,00990A
AEHR US,AEHR TEST SYSTEMS,1.02,120400,00990A
SMTC US,SEMTECH CORP,0.95,67600,00990A
INTC US,INTEL CORP,0.81,69505,00990A
NVTS US,NAVITAS SEMICONDUCTOR CORP,0.74,366200,00990A
WOLF US,WOLFSPEED INC,0.73,118200,00990A
2360,致茂,0.7,103000,00990A
6777 JP,SANTEC HOLDINGS CORP,0.68,37400,00990A
NBIS US,NEBIUS GROUP NV,0.62,30100,00990A
010120 KP,LS ELECTRIC CO LTD,0.59,34775,00990A
5274,信驊,0.53,10000,00990A
2454,聯發科,0.52,50000,00990A
7826 JP,FURUYA METAL CO LTD,0.52,77400,00990A
PENG US,PENGUIN SOLUTIONS INC,0.45,91900,00990A
2330,台積電,7.99,1761000,00992A
3037,欣興,4.96,2902000,00992A
2383,台光電,4.89,536000,00992A
6669,緯穎,4.74,465000,00992A
2345,智邦,4.48,916000,00992A
6223,旺矽,4.0,339000,00992A
3661,世芯-KY,3.76,393000,00992A
8996,高力,3.49,1689000,00992A
3443,創意,3.44,360000,00992A
2059,川湖,3.35,358000,00992A
3105,穩懋,3.18,3433000,00992A
6510,精測,2.97,422000,00992A
8046,南電,2.86,1658000,00992A
6515,穎崴,2.85,151000,00992A
7769,鴻勁,2.81,194000,00992A
3665,貿聯-KY,2.72,667000,00992A
2455,全新,2.6,3127000,00992A
3017,奇鋐,2.44,501000,00992A
8299,群聯,2.3,489000,00992A
3533,嘉澤,2.06,420000,00992A
3081,聯亞,2.04,380000,00992A
3163,波若威,1.83,923000,00992A
6584,南俊國際,1.74,1337000,00992A
2327,國巨*,1.73,1600000,00992A
2368,金像電,1.72,669000,00992A
6274,台燿,1.59,636000,00992A
5274,信驊,1.45,45000,00992A
2308,台達電,1.42,357000,00992A
3653,健策,1.24,197000,00992A
2454,聯發科,1.21,180000,00992A
7751,竑騰,1.21,387000,00992A
6531,愛普*,0.92,453000,00992A
2360,致茂,0.89,207000,00992A
