ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260703,115/07/03,295787727011.0,32.46,9112209000.0
00403A,20260703,115/07/03,173799961456.0,11.21,15500019000.0
00988A,20260703,115/07/02,59385418704.0,20.67,2872437000.0
00990A,20260703,2026/07/02,43764040291.0,19.08,2294022000.0
00992A,20260703,,44553574118.0,19.18,2322455000.0
00982A,20260703,,55030301548.0,25.62,2147936000.0
00991A,20260703,2026/07/03,73837132000.0,20.75,3558416000.0
