ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260727,115/07/27,267764004610.0,27.39,9774709000.0
00403A,20260727,115/07/27,163246373764.0,9.59,17020019000.0
00988A,20260727,115/07/24,56387866597.0,16.78,3359437000.0
00990A,20260727,2026/07/24,39292974560.0,15.9,2471522000.0
00992A,20260727,,38352624759.0,15.73,2438455000.0
00991A,20260727,2026/07/27,74348437360.0,16.46,4516916000.0
