ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260618,115/06/18,297710073788.0,31.63,9412709000.0
00403A,20260618,115/06/18,175232415660.0,11.08,15813519000.0
00988A,20260618,115/06/17,59439591517.0,22.33,2661437000.0
00990A,20260618,2026/06/17,44788840357.0,20.58,2176022000.0
00992A,20260618,,47024269051.0,19.07,2465955000.0
00982A,20260618,,54397843757.0,24.95,2180436000.0
00991A,20260618,2026/06/18,64333146240.0,20.64,3116916000.0
