ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260521,115/05/21,261912909675.0,28.81,9090709000.0
00988A,20260521,115/05/20,36931014393.0,18.47,1999937000.0
00990A,20260521,2026/05/20,30531577253.0,17.01,1795022000.0
00992A,20260521,,50805160068.0,17.62,2882955000.0
00982A,20260521,,51853461927.0,22.13,2343436000.0
00991A,20260521,2026/05/21,47301261440.0,17.84,2651416000.0
