ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260513,115/05/13,267292969230.0,29.31,9119209000.0
00988A,20260513,115/05/12,33252175576.0,19.18,1733937000.0
00990A,20260513,2026/05/12,31967217024.0,17.69,1807022000.0
00992A,20260513,,51969036451.0,18.18,2858955000.0
00982A,20260513,,48384830436.0,22.98,2105436000.0
00991A,20260513,2026/05/13,43962792120.0,18.07,2432916000.0
