ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260609,115/06/09,286165903340.0,31.27,9150209000.0
00403A,20260609,115/06/09,182641985605.0,10.5,17399019000.0
00988A,20260609,115/06/08,51989891961.0,20.34,2555437000.0
00990A,20260609,2026/06/08,39554687026.0,18.89,2094022000.0
00992A,20260609,,47472852012.0,18.39,2581455000.0
00982A,20260609,,52285847891.0,23.62,2213936000.0
00991A,20260609,2026/06/09,59479232800.0,19.55,3042416000.0
