Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.24,11657000,00981A
2383,台光電,8.72,4723000,00981A
2454,聯發科,6.35,4263000,00981A
2345,智邦,5.7,6231000,00981A
2308,台達電,5.39,6572000,00981A
3017,奇鋐,4.89,5141000,00981A
6223,旺矽,4.73,2169000,00981A
3037,欣興,4.57,12076000,00981A
6669,緯穎,4.32,2344000,00981A
2327,國巨*,4.23,18313000,00981A
2368,金像電,3.87,7669000,00981A
3665,貿聯-KY,3.72,4703848,00981A
8046,南電,3.67,11398000,00981A
3711,日月光投控,3.34,15640000,00981A
2303,聯電,3.02,66190000,00981A
3653,健策,2.9,2267000,00981A
5274,信驊,2.54,422000,00981A
6274,台燿,2.29,4151000,00981A
2449,京元電子,1.53,12919000,00981A
6515,穎崴,1.37,442000,00981A
6510,精測,1.11,930000,00981A
6805,富世達,1.1,1761000,00981A
8210,勤誠,1.09,2167000,00981A
2404,漢唐,0.76,1715000,00981A
3533,嘉澤,0.71,772000,00981A
3264,欣銓,0.5,6217000,00981A
6187,萬潤,0.49,1224000,00981A
5439,高技,0.48,3528000,00981A
8996,高力,0.45,1034000,00981A
3008,大立光,0.42,329000,00981A
8358,金居,0.37,1980000,00981A
8150,南茂,0.34,11334000,00981A
6278,台表科,0.32,3734000,00981A
6147,頎邦,0.29,3201000,00981A
4966,譜瑞-KY,0.29,1036000,00981A
1590,亞德客-KY,0.27,530000,00981A
6415,矽力*-KY,0.23,1038000,00981A
3443,創意,0.18,96000,00981A
2313,華通,0.16,1649000,00981A
6191,精成科,0.13,3988000,00981A
3376,新日興,0.13,1741000,00981A
2481,強茂,0.11,2056000,00981A
6271,同欣電,0.06,686000,00981A
2002,中鋼,0.04,5163000,00981A
1319,東陽,0.01,511000,00981A
2357,華碩,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,18000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
MU US,MICRON TECHNOLOGY INC,4.63,78500,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),4.48,122000,00988A
SNDK US,SANDISK CORP,4.41,38000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.13,60000,00988A
LITE US,LUMENTUM HOLDINGS INC,4.09,55000,00988A
BE US,BLOOM ENERGY CORP- A,4.04,170000,00988A
2454,聯發科,3.7,350000,00988A
3037,欣興,3.7,1500000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,3.69,175000,00988A
2383,台光電,3.4,248000,00988A
285A JP,KIOXIA HOLDINGS CORP,3.07,95000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.89,110000,00988A
5801 JP,FURUKAWA ELECTRIC CO LTD,2.86,100000,00988A
4062 JP,IBIDEN CO LTD,2.84,275000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.47,160000,00988A
6997 JP,NIPPON CHEMI-CON CORP,2.41,1200000,00988A
CIEN US,CIENA CORP,2.38,52000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.31,330000,00988A
2330,台積電,2.3,400000,00988A
WDC US,WESTERN DIGITAL CORP,2.17,57000,00988A
5274,信驊,2.03,46000,00988A
COHR US,COHERENT INC,2.01,68000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,1.95,500000,00988A
7826 JP,FURUYA METAL CO LTD,1.81,374300,00988A
6515,穎崴,1.76,80000,00988A
2308,台達電,1.75,307000,00988A
GLW US,CORNING INC,1.71,112500,00988A
3711,日月光投控,1.69,1100000,00988A
GEV US,GE VERNOVA INC,1.55,19000,00988A
AIXA GY,AIXTRON SE,1.5,305000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,1.48,400000,00988A
6223,旺矽,1.39,90000,00988A
3017,奇鋐,1.38,215000,00988A
SOI FP,S.O.I.T.E.C.,1.32,82000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.32,44000,00988A
NVDA US,NVIDIA CORP(輝達公司),1.27,75000,00988A
ENR GY,SIEMENS ENERGY AG,1.24,75000,00988A
AXTI US,AXT INC,0.99,90000,00988A
6274,台燿,0.92,230000,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,0.91,450000,00988A
NOK US,NOKIA CORP-SPON ADR,0.91,750000,00988A
HOT GY,HOCHTIEF AG,0.88,20000,00988A
ARM US,ARM HOLDINGS PLC,0.69,28518,00988A
7769,鴻勁,0.69,36000,00988A
2360,致茂,0.67,110000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.59,260000,00988A
AVGO US,BROADCOM LTD,0.41,12500,00988A
LITE US,LUMENTUM HOLDINGS INC,5.45,60705,00990A
MU US,MICRON TECHNOLOGY INC,5.22,73271,00990A
SNDK US,SANDISK CORP,5.16,36813,00990A
285A JP,KIOXIA HOLDINGS CORP,4.03,117700,00990A
2308,台達電,3.95,628000,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.81,141682,00990A
AMD US,ADVANCED MICRO DEVICES,3.66,82479,00990A
BE US,BLOOM ENERGY CORP- A,3.54,123500,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,3.51,41884,00990A
2330,台積電,2.6,384000,00990A
WDC US,WESTERN DIGITAL CORP,2.4,52262,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.22,75200,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,2.21,85300,00990A
2383,台光電,2.17,144000,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.12,263940,00990A
4062 JP,IBIDEN CO LTD,2.09,181800,00990A
GLW US,CORNING INC,2.07,112595,00990A
AIXA GR,AIXTRON SE,2.03,344838,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.92,103000,00990A
3037,欣興,1.85,634000,00990A
000660 KP,SK HYNIX INC,1.54,12674,00990A
2454,聯發科,1.54,133000,00990A
AAOI US,APPLIED OPTOELECTRONICS INC,1.5,87100,00990A
SOI FP,S.O.I.T.E.C.,1.49,76183,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.42,18360,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.37,42800,00990A
CIEN US,CIENA CORP,1.35,24442,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.34,555900,00990A
6981 JP,MURATA MANUFACTURING CO LTD,1.34,314300,00990A
WOLF US,WOLFSPEED INC,1.27,191900,00990A
5347,世界,1.22,2498000,00990A
3653,健策,1.21,110000,00990A
SMTC US,SEMTECH CORP,1.21,81700,00990A
6274,台燿,1.17,268000,00990A
NOK US,NOKIA CORP-SPON ADR,1.12,762210,00990A
6976 JP,TAIYO YUDEN CO LTD,1.11,205100,00990A
GOOGL US,ALPHABET INC-CL A,1.09,30140,00990A
NVTS US,NAVITAS SEMICONDUCTOR CORP,1.08,388586,00990A
2345,智邦,1.03,139000,00990A
3017,奇鋐,0.99,130000,00990A
NVDA US,NVIDIA CORP,0.95,46650,00990A
AVGO US,BROADCOM INC,0.93,23560,00990A
STM US,STMICROELECTRONICS NV-NY SHS,0.86,135100,00990A
INTC US,INTEL CORP,0.79,69505,00990A
AEHR US,AEHR TEST SYSTEMS,0.77,85300,00990A
2360,致茂,0.7,103000,00990A
010120 KP,LS ELECTRIC CO LTD,0.61,34775,00990A
6777 JP,SANTEC HOLDINGS CORP,0.61,37400,00990A
NBIS US,NEBIUS GROUP NV,0.61,30100,00990A
268A JP,RIGAKU HOLDINGS CORP,0.59,378100,00990A
8046,南電,0.57,204000,00990A
4958,臻鼎-KY,0.56,363000,00990A
5274,信驊,0.53,10000,00990A
7826 JP,FURUYA METAL CO LTD,0.47,77400,00990A
2330,台積電,7.33,1761000,00992A
3037,欣興,5.78,2902000,00992A
2383,台光電,5.2,536000,00992A
2345,智邦,4.86,1012000,00992A
6669,緯穎,4.5,465000,00992A
6223,旺矽,3.88,339000,00992A
8996,高力,3.86,1689000,00992A
3105,穩懋,3.54,3433000,00992A
3443,創意,3.49,360000,00992A
3661,世芯-KY,3.34,393000,00992A
2059,川湖,3.31,358000,00992A
8046,南電,2.8,1658000,00992A
3665,貿聯-KY,2.77,667000,00992A
6510,精測,2.64,422000,00992A
3017,奇鋐,2.5,501000,00992A
6515,穎崴,2.47,151000,00992A
2455,全新,2.43,3127000,00992A
8299,群聯,2.25,489000,00992A
3081,聯亞,2.2,380000,00992A
2454,聯發科,2.13,272000,00992A
3163,波若威,2.07,923000,00992A
3533,嘉澤,2.03,420000,00992A
7769,鴻勁,1.94,134000,00992A
2327,國巨*,1.94,1600000,00992A
6274,台燿,1.84,636000,00992A
6584,南俊國際,1.82,1437000,00992A
2368,金像電,1.77,669000,00992A
2308,台達電,1.54,357000,00992A
3653,健策,1.33,197000,00992A
7751,竑騰,1.25,387000,00992A
6442,光聖,0.99,238000,00992A
2360,致茂,0.95,207000,00992A
5274,信驊,0.95,30000,00992A
4991,環宇-KY,0.92,574000,00992A
3036,文曄,0.63,1177000,00992A
3189,景碩,0.62,486013,00992A
6531,愛普*,0.54,273000,00992A
5289,宜鼎,0.49,157000,00992A
8021,尖點,0.44,518000,00992A
2337,旺宏,0.43,1465000,00992A
2467,志聖,0.43,347000,00992A
6139,亞翔,0.39,259000,00992A
7734,印能科技,0.39,59000,00992A
3491,昇達科,0.37,97000,00992A
6805,富世達,0.37,112000,00992A
3711,日月光投控,0.36,320000,00992A
3260,威剛,0.3,393000,00992A
3583,辛耘,0.05,33000,00992A
2330,台積電,8.02,1937000,00982A
5536,聖暉*,7.18,3804000,00982A
2454,聯發科,6.79,873000,00982A
6139,亞翔,4.24,2813000,00982A
3105,穩懋,4.14,4039000,00982A
2345,智邦,3.9,816000,00982A
3264,欣銓,3.87,9176000,00982A
2360,致茂,3.81,835000,00982A
3491,昇達科,3.71,980000,00982A
6223,旺矽,3.55,312000,00982A
2383,台光電,3.23,335000,00982A
4958,臻鼎-KY,3.14,3192000,00982A
6669,緯穎,2.89,300000,00982A
6147,頎邦,2.85,5987000,00982A
6285,啟碁,2.27,4083000,00982A
2303,聯電,2.17,9119000,00982A
6257,矽格,2.06,4756000,00982A
3017,奇鋐,2.05,412000,00982A
3583,辛耘,1.89,1138000,00982A
6488,環球晶,1.83,1159000,00982A
2467,志聖,1.81,1484000,00982A
2059,川湖,1.71,186000,00982A
2472,立隆電,1.58,2820000,00982A
1785,光洋科,1.51,5607000,00982A
3008,大立光,1.36,204000,00982A
7769,鴻勁,1.35,94000,00982A
2377,微星,1.32,5736000,00982A
6274,台燿,1.29,446000,00982A
3036,文曄,1.26,2344000,00982A
3702,大聯大,1.22,5498000,00982A
8016,矽創,1.18,2240000,00982A
