ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260721,115/07/21,268484242156.0,27.61,9725209000.0
00403A,20260721,115/07/21,164275317275.0,9.74,16873519000.0
00988A,20260721,115/07/20,54634696622.0,16.44,3323937000.0
00990A,20260721,2026/07/20,38643881621.0,15.72,2458022000.0
00992A,20260721,,38089662376.0,15.7,2425455000.0
00982A,20260721,,48809555341.0,22.09,2209436000.0
00991A,20260721,2026/07/21,74775038880.0,16.68,4482916000.0
