ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260612,115/06/12,283432372933.0,30.41,9320209000.0
00403A,20260612,115/06/12,180618876803.0,10.33,17492019000.0
00988A,20260612,115/06/11,52757456531.0,20.39,2587437000.0
00990A,20260612,2026/06/11,40778827782.0,18.98,2149022000.0
00992A,20260612,,45647739390.0,17.79,2565955000.0
00982A,20260612,,51483655616.0,23.41,2199436000.0
00991A,20260612,2026/06/12,59186038160.00001,19.01,3113416000.0
