ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260623,115/06/23,293858089113.0,31.7,9270709000.0
00403A,20260623,115/06/23,174874490510.0,11.13,15714019000.0
00988A,20260623,115/06/22,64349864556.0,23.87,2695937000.0
00990A,20260623,2026/06/22,48135554009.0,21.95,2193022000.0
00992A,20260623,,45956341498.0,19.0,2418455000.0
00982A,20260623,,53646244900.0,24.79,2164436000.0
00991A,20260623,2026/06/23,67144008839.99999,20.49,3276916000.0
