ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260807,115/08/07,298713728088.0,28.15,10612709000.0
00403A,20260807,115/08/07,175337410173.0,9.73,18016019000.0
00988A,20260807,115/08/06,57301664408.0,16.61,3449937000.0
00990A,20260807,2026/08/06,38909881583.0,15.77,2468022000.0
00992A,20260807,,42327668670.0,16.67,2538455000.0
00982A,20260807,,50662551695.0,22.38,2263936000.0
