ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260729,115/07/29,239553364277.0,23.9,10024709000.0
00403A,20260729,115/07/29,151533441347.0,8.48,17864019000.0
00988A,20260729,115/07/28,51004399662.0,15.05,3387937000.0
00990A,20260729,2026/07/28,35477805527.0,14.35,2473022000.0
00992A,20260729,,33375090009.0,13.67,2441955000.0
00982A,20260729,,42624797800.0,18.92,2252936000.0
00991A,20260729,2026/07/29,65341191440.0,14.09,4637416000.0
