ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00403A,20260806,115/08/06,179671390727.0,9.95,18051019000.0
00981A,20260806,115/08/06,309299251547.0,28.91,10700209000.0
00982A,20260806,,51629233843.0,22.81,2263936000.0
00988A,20260806,115/08/05,58291945133.0,16.96,3437437000.0
00990A,20260806,2026/08/05,39599783787.0,16.06,2466022000.0
00991A,20260806,2026/08/06,89438924360.0,17.21,5196916000.0
00992A,20260806,,43118299012.0,16.99,2538455000.0
