ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260615,115/06/15,293727780264.0,31.3,9385209000.0
00403A,20260615,115/06/15,182930700356.0,10.68,17126019000.0
00988A,20260615,115/06/12,54501941718.0,20.9,2607437000.0
00990A,20260615,2026/06/12,41733579591.0,19.37,2154522000.0
00992A,20260615,,46852300773.0,18.37,2550955000.0
00982A,20260615,,53122648756.0,24.18,2196936000.0
00991A,20260615,2026/06/15,61209758560.0,19.66,3113416000.0
