ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260714,115/07/14,264103717373.0,28.28,9339209000.0
00403A,20260714,115/07/14,159587488031.0,10.11,15786519000.0
00988A,20260714,115/07/13,59880603572.0,18.52,3233437000.0
00990A,20260714,2026/07/13,42158819744.0,17.43,2419022000.0
00992A,20260714,,40340267322.0,16.99,2374955000.0
00982A,20260714,,49527534390.0,22.96,2157436000.0
00991A,20260714,2026/07/14,75286148560.0,18.41,4089416000.0
