ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260708,115/07/08,273418912454.0,29.72,9199209000.0
00403A,20260708,115/07/08,161933297628.0,10.43,15532519000.0
00988A,20260708,115/07/07,58631042355.0,19.17,3057937000.0
00990A,20260708,2026/07/07,42031323030.0,17.84,2356522000.0
00992A,20260708,,41500692645.0,17.68,2347955000.0
00982A,20260708,,51286575935.0,23.88,2147936000.0
00991A,20260708,2026/07/08,73751623120.0,19.07,3867416000.0
