ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260713,115/07/13,268987357949.0,29.23,9202709000.0
00403A,20260713,115/07/13,160922478481.0,10.36,15531019000.0
00988A,20260713,115/07/09,62759565556.0,19.62,3198937000.0
00990A,20260713,2026/07/09,44462384844.0,18.38,2419522000.0
00992A,20260713,,41363651752.0,17.61,2349455000.0
00982A,20260713,,50965048593.0,23.73,2147936000.0
00991A,20260713,2026/07/13,74378487360.0,18.96,3922916000.0
