ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260504,115/05/04,254111503500.0,29.52,8607709000.0
00988A,20260504,115/04/30,25051941193.0,17.25,1452437000.0
00990A,20260504,2026/04/30,28182046388.0,16.1,1750522000.0
00992A,20260504,,51773426084.0,18.05,2868455000.0
00982A,20260504,,40842112022.0,22.0,1856436000.0
00991A,20260504,2026/05/04,40094355840.0,17.49,2292416000.0
