Stock_Code,Stock_Name,Weight,Shares,ETF
MRVL US,MARVELL TECHNOLOGY INC,2.13,148000,00988A
COHR US,COHERENT INC,2.11,68000,00988A
5274,信驊,2.01,46000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,1.78,270000,00988A
2308,台達電,1.68,307000,00988A
GEV US,GE VERNOVA INC,1.64,19000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.58,1000000,00988A
AIXA GY,AIXTRON SE,1.53,305000,00988A
3711,日月光投控,1.52,1100000,00988A
6223,旺矽,1.49,90000,00988A
GOOGL US,ALPHABET INC-CL A(Alphabet公司),1.49,44000,00988A
NVDA US,NVIDIA CORP(輝達公司),1.42,75000,00988A
3017,奇鋐,1.4,215000,00988A
ENR GY,SIEMENS ENERGY AG,1.27,75000,00988A
AAOI US,APPLIED OPTOELECTRONICS INC,1.18,79677,00988A
6981 JP,MURATA MANUFACTURING CO LTD,0.99,300000,00988A
HOT GY,HOCHTIEF AG,0.97,20000,00988A
AVGO US,BROADCOM LTD,0.9,25000,00988A
NOK US,NOKIA CORP-SPON ADR,0.88,750000,00988A
SOI FP,S.O.I.T.E.C.,0.84,60000,00988A
AXTI US,AXT INC,0.81,90000,00988A
6274,台燿,0.78,230000,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,0.74,450000,00988A
6869 HK,YANGTZE OPTICAL FIBRE AND-H,0.68,260000,00988A
2360,致茂,0.65,110000,00988A
7769,鴻勁,0.65,36000,00988A
VIAV US,VIAVI SOLUTIONS INC,0.64,150000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,0.63,200000,00988A
010120 KS,LS ELECTRIC CO LTD,0.47,30000,00988A
SNDK US,SANDISK CORP,6.48,47173,00990A
LITE US,LUMENTUM HOLDINGS INC,5.53,60705,00990A
MU US,MICRON TECHNOLOGY INC,4.82,68671,00990A
2308,台達電,4.14,628000,00990A
285A JP,KIOXIA HOLDINGS CORP,3.92,117700,00990A
2330,台積電,3.88,531000,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,3.62,141682,00990A
AMD US,ADVANCED MICRO DEVICES,3.58,82479,00990A
BE US,BLOOM ENERGY CORP- A,3.29,123500,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.97,41884,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.83,92300,00990A
WDC US,WESTERN DIGITAL CORP,2.47,52262,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,2.2,85300,00990A
2383,台光電,2.14,144000,00990A
AIXA GR,AIXTRON SE,2.08,344838,00990A
GLW US,CORNING INC,2.07,112595,00990A
4062 JP,IBIDEN CO LTD,1.84,181800,00990A
2345,智邦,1.8,221000,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.79,103000,00990A
SOI FP,S.O.I.T.E.C.,1.72,102089,00990A
3037,欣興,1.69,634000,00990A
000660 KP,SK HYNIX INC,1.6,12674,00990A
GOOGL US,ALPHABET INC-CL A,1.56,38060,00990A
AAOI US,APPLIED OPTOELECTRONICS INC,1.55,87100,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.52,42800,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.4,18360,00990A
IFX GR,INFINEON TECHNOLOGIES AG,1.39,176079,00990A
AVGO US,BROADCOM INC,1.34,30960,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.33,555900,00990A
CIEN US,CIENA CORP,1.32,24442,00990A
5347,世界,1.3,2498000,00990A
268A JP,RIGAKU HOLDINGS CORP,1.24,687700,00990A
005930 KP,SAMSUNG ELECTRONICS CO LTD,1.18,61290,00990A
3653,健策,1.17,110000,00990A
6274,台燿,1.1,268000,00990A
ON US,ON SEMICONDUCTOR,1.09,96700,00990A
AEHR US,AEHR TEST SYSTEMS,1.04,120400,00990A
3017,奇鋐,1.02,130000,00990A
NOK US,NOKIA CORP-SPON ADR,0.88,621410,00990A
NVDA US,NVIDIA CORP,0.83,36050,00990A
INTC US,INTEL CORP,0.77,69505,00990A
NVTS US,NAVITAS SEMICONDUCTOR CORP,0.74,366200,00990A
2360,致茂,0.73,103000,00990A
SMTC US,SEMTECH CORP,0.72,53000,00990A
WOLF US,WOLFSPEED INC,0.72,118200,00990A
NBIS US,NEBIUS GROUP NV,0.62,30100,00990A
010120 KP,LS ELECTRIC CO LTD,0.61,34775,00990A
5803 JP,FUJIKURA LTD,0.59,160100,00990A
2454,聯發科,0.55,50000,00990A
5274,信驊,0.53,10000,00990A
6777 JP,SANTEC HOLDINGS CORP,0.5,23900,00990A
VICR US,VICOR CORP,0.44,17000,00990A
PENG US,PENGUIN SOLUTIONS INC,0.43,91900,00990A
7826 JP,FURUYA METAL CO LTD,0.22,31700,00990A
2330,台積電,8.03,1761000,00992A
2383,台光電,5.02,536000,00992A
3037,欣興,4.91,2902000,00992A
6669,緯穎,4.7,465000,00992A
2345,智邦,4.53,916000,00992A
6223,旺矽,4.02,339000,00992A
8996,高力,3.63,1689000,00992A
8299,群聯,3.62,711000,00992A
3661,世芯-KY,3.6,393000,00992A
3443,創意,3.32,360000,00992A
2059,川湖,3.29,358000,00992A
3105,穩懋,3.24,3433000,00992A
6510,精測,3.02,422000,00992A
6515,穎崴,2.96,151000,00992A
3665,貿聯-KY,2.74,667000,00992A
8046,南電,2.73,1658000,00992A
7769,鴻勁,2.65,194000,00992A
3017,奇鋐,2.47,501000,00992A
3533,嘉澤,2.02,420000,00992A
3081,聯亞,1.96,380000,00992A
6584,南俊國際,1.82,1337000,00992A
2368,金像電,1.78,669000,00992A
3163,波若威,1.72,923000,00992A
6274,台燿,1.61,636000,00992A
2455,全新,1.53,1927000,00992A
6531,愛普*,1.49,703000,00992A
5274,信驊,1.48,45000,00992A
2308,台達電,1.41,357000,00992A
7751,竑騰,1.29,387000,00992A
3653,健策,1.26,197000,00992A
2454,聯發科,1.17,180000,00992A
2408,南亞科,0.88,1555000,00992A
2360,致茂,0.88,207000,00992A
6442,光聖,0.86,238000,00992A
4991,環宇-KY,0.79,574000,00992A
3036,文曄,0.64,1177000,00992A
3189,景碩,0.52,486013,00992A
5289,宜鼎,0.51,142000,00992A
2337,旺宏,0.38,1271000,00992A
3491,昇達科,0.35,97000,00992A
3260,威剛,0.32,393000,00992A
3711,日月光投控,0.31,320000,00992A
2327,國巨*,0.21,200000,00992A
3583,辛耘,0.06,33000,00992A
2330,台積電,8.57,1937000,00982A
5536,聖暉*,6.92,3654000,00982A
6669,緯穎,4.42,451000,00982A
2345,智邦,4.11,857000,00982A
2383,台光電,4.04,444000,00982A
3264,欣銓,4.02,9348000,00982A
3105,穩懋,3.77,4118000,00982A
6223,旺矽,3.66,318000,00982A
6139,亞翔,3.65,2463000,00982A
2454,聯發科,3.6,569000,00982A
2360,致茂,3.51,851000,00982A
3491,昇達科,3.47,980000,00982A
6257,矽格,3.13,7401000,00982A
6147,頎邦,2.47,6092000,00982A
6285,啟碁,2.44,4160000,00982A
2308,台達電,2.3,599000,00982A
4958,臻鼎-KY,2.27,2770000,00982A
2059,川湖,2.2,246000,00982A
6488,環球晶,2.13,1600000,00982A
3017,奇鋐,2.01,420000,00982A
2303,聯電,1.92,8473000,00982A
3583,辛耘,1.83,1085000,00982A
2467,志聖,1.68,1457000,00982A
1785,光洋科,1.63,5673000,00982A
2472,立隆電,1.5,3228000,00982A
6274,台燿,0.95,388000,00982A
3711,日月光投控,0.89,945000,00982A
6510,精測,0.87,126000,00982A
8996,高力,0.81,389000,00982A
2404,漢唐,0.79,384000,00982A
5289,宜鼎,0.76,220000,00982A
3533,嘉澤,0.7,150000,00982A
2347,聯強,0.7,4210000,00982A
3030,德律,0.67,922000,00982A
2368,金像電,0.65,253000,00982A
3008,大立光,0.55,81000,00982A
3211,順達,0.46,643000,00982A
2313,華通,0.44,864000,00982A
6278,台表科,0.41,954000,00982A
2327,國巨*,0.41,413000,00982A
7769,鴻勁,0.41,31000,00982A
8016,矽創,0.41,726000,00982A
3036,文曄,0.4,748000,00982A
2316,楠梓電,0.28,991000,00982A
5274,信驊,0.22,7000,00982A
8046,南電,0.17,107000,00982A
3665,貿聯-KY,0.17,42136,00982A
6177,達麗,0.16,1812350,00982A
3131,弘塑,0.16,30000,00982A
3376,新日興,0.15,371000,00982A
4938,和碩,0.15,941000,00982A
2885,元大金,0.13,1150420,00982A
6831,邁科,0.1,69000,00982A
6531,愛普*,0.1,49000,00982A
3702,大聯大,0.1,456000,00982A
2451,創見,0.1,161000,00982A
2351,順德,0.1,283000,00982A
2377,微星,0.1,435000,00982A
2376,技嘉,0.1,157000,00982A
8464,億豐,0.07,104000,00982A
1319,東陽,0.04,248000,00982A
4441,振大環球,0.02,42000,00982A
3443,創意,0.01,1000,00982A
6805,富世達,0.0,1000,00982A
1519,華城,0.0,600,00982A
8358,金居,0.0,1000,00982A
2548,華固,0.0,2000,00982A
3706,神達,0.0,1400,00982A
2881,富邦金,0.0,250,00982A
2886,兆豐金,0.0,1000,00982A
2330,台灣積體,17.871,3650000,00991A
2383,台光電子,7.703,765000,00991A
8299,群聯電子,7.444,1360000,00991A
3037,欣興電子,5.812,3200000,00991A
2327,國巨股份,5.628,5100000,00991A
2408,南亞科技,4.327,7100000,00991A
2345,智邦科技,4.245,800000,00991A
2308,台達電子,3.827,900000,00991A
3017,奇鋐科技,3.715,700000,00991A
7769,鴻勁精密,3.664,250000,00991A
6669,緯穎科技,3.583,330000,00991A
6223,旺矽科技,3.562,280000,00991A
5274,信驊科技,3.536,100000,00991A
2454,聯發科技,3.503,500000,00991A
2368,金像電子,3.481,1220000,00991A
8046,南亞電路,3.101,1750000,00991A
6515,穎崴科技,3.055,145000,00991A
3189,景碩科技,2.392,2100000,00991A
8210,勤誠興業,2.354,800000,00991A
2360,致茂電子,2.281,500000,00991A
8996,高力熱處,1.963,850000,00991A
2059,川湖科技,0.01,1000,00991A
3711,日月光投,0.009,9000,00991A
6510,中華精測,0.008,1000,00991A
3653,健策精密,0.007,1000,00991A
2449,京元電子,0.006,9000,00991A
2382,廣達電腦,0.006,9000,00991A
2313,華通電腦,0.005,9000,00991A
2317,鴻海精密,0.005,9000,00991A
3665,貿聯-KY,0.004,1000,00991A
2603,長榮海運,0.004,9000,00991A
1590,亞德客-KY,0.003,1000,00991A
5347,世界先進,0.003,9000,00991A
2337,旺宏電子,0.003,9000,00991A
6274,台燿科技,0.003,1000,00991A
3231,緯創資通,0.003,9000,00991A
2344,華邦電子,0.002,9000,00991A
2404,漢唐集成,0.002,1000,00991A
3324,雙鴻科技,0.002,1000,00991A
2881,富邦金融,0.002,9000,00991A
1519,華城電機,0.002,1000,00991A
2882,國泰金融,0.002,9000,00991A
2891,中國信託,0.001,9000,00991A
2885,元大金融,0.001,9000,00991A
3044,健鼎科技,0.001,1000,00991A
2890,永豐金融,0.001,9000,00991A
3036,文曄科技,0.001,1000,00991A
2412,中華電信,0.0,1000,00991A
3045,台灣大哥,0.0,1000,00991A
1303,南亞塑膠,0.0,1000,00991A
