Stock_Code,Stock_Name,Weight,Shares,ETF
SNDK US,SANDISK CORP,7.32,47173,00990A
LITE US,LUMENTUM HOLDINGS INC,6.37,70985,00990A
MU US,MICRON TECHNOLOGY INC,4.6,62071,00990A
2308,台達電,4.37,628000,00990A
2330,台積電,3.84,531000,00990A
AMD US,ADVANCED MICRO DEVICES,3.73,82479,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,2.97,141682,00990A
5706 JP,MITSUI KINZOKU CO LTD,2.92,92300,00990A
285A JP,KIOXIA HOLDINGS CORP,2.9,102900,00990A
BE US,BLOOM ENERGY CORP- A,2.83,109100,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.59,41884,00990A
WDC US,WESTERN DIGITAL CORP,2.49,52262,00990A
2383,台光電,2.16,144000,00990A
CRWV US,COREWEAVE INC-CL A,2.13,188300,00990A
005930 KP,SAMSUNG ELECTRONICS CO LTD,2.1,115810,00990A
GLW US,CORNING INC,2.09,112595,00990A
AIXA GR,AIXTRON SE,2.02,344838,00990A
GOOGL US,ALPHABET INC-CL A,1.91,48100,00990A
6787 JP,MEIKO ELECTRONICS CO LTD,1.81,85300,00990A
SOI FP,S.O.I.T.E.C.,1.8,89943,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.74,103000,00990A
2345,智邦,1.66,221000,00990A
3037,欣興,1.64,634000,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.43,18360,00990A
268A JP,RIGAKU HOLDINGS CORP,1.37,687700,00990A
CIEN US,CIENA CORP,1.33,24442,00990A
5347,世界,1.32,2498000,00990A
AVGO US,BROADCOM INC,1.32,30960,00990A
3653,健策,1.27,110000,00990A
000660 KP,SK HYNIX INC,1.22,10711,00990A
5801 JP,FURUKAWA ELECTRIC CO LTD,1.22,42800,00990A
6274,台燿,1.16,268000,00990A
010120 KP,LS ELECTRIC CO LTD,1.12,52680,00990A
2368,金像電,1.12,267000,00990A
AAOI US,APPLIED OPTOELECTRONICS INC,1.12,76000,00990A
3110 JP,NITTO BOSEKI CO LTD,1.03,53700,00990A
5803 JP,FUJIKURA LTD,1.01,243500,00990A
3017,奇鋐,1.0,130000,00990A
TER US,TERADYNE INC,0.96,26900,00990A
ARM US,ARM HOLDINGS PLC-ADR,0.95,45000,00990A
FORM US,FORMFACTOR INC,0.93,63300,00990A
AEHR US,AEHR TEST SYSTEMS,0.92,95700,00990A
INTC US,INTEL CORP,0.86,69505,00990A
