ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260522,115/05/22,272033977751.0,30.03,9059209000.0
00988A,20260522,115/05/21,38859928248.0,19.43,1999937000.0
00990A,20260522,2026/05/21,32416897637.0,18.03,1798022000.0
00992A,20260522,,52801134572.0,18.32,2881955000.0
00982A,20260522,,52735472888.0,22.73,2320436000.0
00991A,20260522,2026/05/22,49285791800.0,18.55,2656916000.0
