ETF,File_Date,Data_Date,Net_Asset,NAV,Units
00981A,20260515,115/05/15,257218842106.0,28.33,9078209000.0
00988A,20260515,115/05/14,36351315481.0,19.72,1842937000.0
00990A,20260515,2026/05/14,33070778951.0,18.21,1816522000.0
00982A,20260515,,50109267046.0,22.48,2228936000.0
00991A,20260515,2026/05/15,45917217440.0,17.59,2610416000.0
